OrderKey,CustomerKey,StoreKey,OrderDate,DeliveryDate,CurrencyCode
259301,1291953,550,2022-02-05,2022-02-05,USD
259302,884507,330,2022-02-05,2022-02-05,EUR
259303,1439677,999999,2022-02-05,2022-02-07,USD
259304,2083322,999999,2022-02-05,2022-02-06,USD
259305,1595832,999999,2022-02-05,2022-02-09,USD
259500,6645,999999,2022-02-07,2022-02-09,AUD
259501,628928,999999,2022-02-07,2022-02-11,EUR
259600,1326187,999999,2022-02-08,2022-02-09,USD
259601,1639895,620,2022-02-08,2022-02-08,USD
259602,1384321,670,2022-02-08,2022-02-08,USD
259700,806995,340,2022-02-09,2022-02-09,EUR
259701,231318,80,2022-02-09,2022-02-09,CAD
259702,238836,90,2022-02-09,2022-02-09,CAD
259703,682970,160,2022-02-09,2022-02-09,EUR
259800,340651,999999,2022-02-10,2022-02-14,CAD
259801,1057847,999999,2022-02-10,2022-02-13,GBP
259802,405626,999999,2022-02-10,2022-02-15,EUR
259803,1055493,999999,2022-02-10,2022-02-13,GBP
259804,1724636,999999,2022-02-10,2022-02-13,USD
259900,1295086,585,2022-02-11,2022-02-11,USD
259901,330553,999999,2022-02-11,2022-02-14,CAD
259902,262325,999999,2022-02-11,2022-02-14,CAD
259903,1792771,560,2022-02-11,2022-02-11,USD
260000,1318803,999999,2022-02-12,2022-02-18,USD
260001,278910,80,2022-02-12,2022-02-12,CAD
260002,449217,220,2022-02-12,2022-02-12,EUR
260003,1808048,999999,2022-02-12,2022-02-15,USD
260004,1796498,999999,2022-02-12,2022-02-15,USD
260005,1537869,470,2022-02-12,2022-02-12,USD
260006,1029007,999999,2022-02-12,2022-02-15,GBP
260007,1150597,999999,2022-02-12,2022-02-17,GBP
260200,1877094,999999,2022-02-14,2022-02-18,USD
260201,1326661,585,2022-02-14,2022-02-14,USD
260202,1309916,490,2022-02-14,2022-02-14,USD
260203,409073,220,2022-02-14,2022-02-14,EUR
260300,1985717,450,2022-02-15,2022-02-15,USD
260301,1494600,650,2022-02-15,2022-02-15,USD
260302,350912,999999,2022-02-15,2022-02-17,CAD
260303,639611,999999,2022-02-15,2022-02-19,EUR
260304,1327047,999999,2022-02-15,2022-02-19,USD
260305,812812,330,2022-02-15,2022-02-15,EUR
260400,1115007,999999,2022-02-16,2022-02-22,GBP
260401,503795,999999,2022-02-16,2022-02-20,EUR
260402,1907904,999999,2022-02-16,2022-02-18,USD
260403,1166837,999999,2022-02-16,2022-02-20,GBP
260404,640344,999999,2022-02-16,2022-02-19,EUR
260405,1919745,999999,2022-02-16,2022-02-17,USD
260406,366257,999999,2022-02-16,2022-02-20,CAD
260407,379869,999999,2022-02-16,2022-02-18,CAD
260408,280628,100,2022-02-16,2022-02-16,CAD
260500,199938,999999,2022-02-17,2022-02-18,AUD
260501,449271,190,2022-02-17,2022-02-17,EUR
260502,656245,180,2022-02-17,2022-02-17,EUR
260503,540946,999999,2022-02-17,2022-02-18,EUR
260504,1207879,470,2022-02-17,2022-02-17,USD
260505,853110,999999,2022-02-17,2022-02-19,EUR
260506,363535,90,2022-02-17,2022-02-17,CAD
260507,242924,80,2022-02-17,2022-02-17,CAD
260508,1491049,999999,2022-02-17,2022-02-18,USD
260509,211272,999999,2022-02-17,2022-02-19,CAD
260600,1495605,605,2022-02-18,2022-02-18,USD
260601,1068621,999999,2022-02-18,2022-02-22,GBP
260602,1794248,660,2022-02-18,2022-02-18,USD
260603,201062,999999,2022-02-18,2022-02-20,CAD
260604,1756152,650,2022-02-18,2022-02-18,USD
260605,1632069,999999,2022-02-18,2022-02-22,USD
260606,988797,400,2022-02-18,2022-02-18,GBP
260700,881161,999999,2022-02-19,2022-02-23,EUR
260701,1997232,999999,2022-02-19,2022-02-21,USD
260702,1659911,999999,2022-02-19,2022-02-24,USD
260703,1777003,440,2022-02-19,2022-02-19,USD
260704,1915952,540,2022-02-19,2022-02-19,USD
260705,464028,210,2022-02-19,2022-02-19,EUR
260706,1197518,999999,2022-02-19,2022-02-20,GBP
260707,906257,999999,2022-02-19,2022-02-24,GBP
260708,368552,999999,2022-02-19,2022-02-22,CAD
260709,838590,340,2022-02-19,2022-02-19,EUR
260710,1221107,650,2022-02-19,2022-02-19,USD
260711,1916876,585,2022-02-19,2022-02-19,USD
260712,583493,220,2022-02-19,2022-02-19,EUR
260713,1292674,540,2022-02-19,2022-02-19,USD
260900,1787872,999999,2022-02-21,2022-02-25,USD
260901,1405796,605,2022-02-21,2022-02-21,USD
260902,1733745,999999,2022-02-21,2022-02-27,USD
260903,1622537,450,2022-02-21,2022-02-21,USD
260904,569283,999999,2022-02-21,2022-02-24,EUR
260905,1050451,400,2022-02-21,2022-02-21,GBP
261000,1891934,490,2022-02-22,2022-02-22,USD
261001,521971,230,2022-02-22,2022-02-22,EUR
261002,458265,999999,2022-02-22,2022-02-25,EUR
261003,1370979,440,2022-02-22,2022-02-22,USD
261004,873795,999999,2022-02-22,2022-02-25,EUR
261005,1460551,999999,2022-02-22,2022-02-25,USD
261006,2003884,560,2022-02-22,2022-02-22,USD
261100,475299,999999,2022-02-23,2022-02-24,EUR
261101,519339,999999,2022-02-23,2022-02-26,EUR
261102,260784,999999,2022-02-23,2022-02-27,CAD
261103,905118,999999,2022-02-23,2022-02-25,GBP
261104,585736,999999,2022-02-23,2022-02-25,EUR
261105,1216285,999999,2022-02-23,2022-02-26,USD
261106,1988674,999999,2022-02-23,2022-03-01,USD
261107,2005620,540,2022-02-23,2022-02-23,USD
261108,337989,999999,2022-02-23,2022-02-26,CAD
261109,1455883,660,2022-02-23,2022-02-23,USD
261200,1589557,670,2022-02-24,2022-02-24,USD
261201,572932,999999,2022-02-24,2022-02-25,EUR
261202,173518,10,2022-02-24,2022-02-24,AUD
261203,2015217,670,2022-02-24,2022-02-24,USD
261204,1243456,530,2022-02-24,2022-02-24,USD
261205,1457994,999999,2022-02-24,2022-02-28,USD
261206,2070700,590,2022-02-24,2022-02-24,USD
261207,359798,90,2022-02-24,2022-02-24,CAD
261208,1831170,530,2022-02-24,2022-02-24,USD
261209,2092248,585,2022-02-24,2022-02-24,USD
261300,1848472,999999,2022-02-25,2022-03-01,USD
261301,1796087,999999,2022-02-25,2022-02-27,USD
261302,603965,999999,2022-02-25,2022-02-27,EUR
261303,1529129,660,2022-02-25,2022-02-25,USD
261304,1572855,610,2022-02-25,2022-02-25,USD
261305,1062421,360,2022-02-25,2022-02-25,GBP
261400,933390,400,2022-02-26,2022-02-26,GBP
261401,684773,999999,2022-02-26,2022-03-04,EUR
261402,225939,80,2022-02-26,2022-02-26,CAD
261403,1487044,999999,2022-02-26,2022-03-03,USD
261404,1178814,999999,2022-02-26,2022-02-28,GBP
261405,1381463,650,2022-02-26,2022-02-26,USD
261406,2027813,999999,2022-02-26,2022-02-28,USD
261407,1646831,540,2022-02-26,2022-02-26,USD
261408,490040,255,2022-02-26,2022-02-26,EUR
261409,1152105,999999,2022-02-26,2022-02-28,GBP
261410,343430,999999,2022-02-26,2022-02-28,CAD
261600,2044953,670,2022-02-28,2022-02-28,USD
261601,550089,999999,2022-02-28,2022-03-02,EUR
261602,359578,100,2022-02-28,2022-02-28,CAD
261700,837837,320,2022-03-01,2022-03-01,EUR
261701,1479654,490,2022-03-01,2022-03-01,USD
261702,1655430,999999,2022-03-01,2022-03-05,USD
261703,1941289,660,2022-03-01,2022-03-01,USD
261800,225812,999999,2022-03-02,2022-03-07,CAD
261801,824976,340,2022-03-02,2022-03-02,EUR
261802,1144915,999999,2022-03-02,2022-03-05,GBP
261803,1821948,999999,2022-03-02,2022-03-07,USD
261804,641334,999999,2022-03-02,2022-03-06,EUR
261900,1402292,450,2022-03-03,2022-03-03,USD
261901,1893699,670,2022-03-03,2022-03-03,USD
261902,1198723,380,2022-03-03,2022-03-03,GBP
261903,1421075,670,2022-03-03,2022-03-03,USD
261904,1667137,999999,2022-03-03,2022-03-06,USD
262000,1515315,999999,2022-03-04,2022-03-11,USD
262001,73082,10,2022-03-04,2022-03-04,AUD
262002,364057,74,2022-03-04,2022-03-04,CAD
262100,596557,230,2022-03-05,2022-03-05,EUR
262101,1494914,610,2022-03-05,2022-03-05,USD
262102,1781528,999999,2022-03-05,2022-03-09,USD
262103,905391,999999,2022-03-05,2022-03-06,GBP
262104,1418207,585,2022-03-05,2022-03-05,USD
262105,1254784,450,2022-03-05,2022-03-05,USD
262300,1445130,570,2022-03-07,2022-03-07,USD
262301,1339128,585,2022-03-07,2022-03-07,USD
262400,1048766,999999,2022-03-08,2022-03-12,GBP
262401,677124,999999,2022-03-08,2022-03-10,EUR
262402,1138768,360,2022-03-08,2022-03-08,GBP
262500,119451,10,2022-03-09,2022-03-09,AUD
262501,399414,999999,2022-03-09,2022-03-12,CAD
262502,1358169,510,2022-03-09,2022-03-09,USD
262503,1842989,470,2022-03-09,2022-03-09,USD
262504,76624,35,2022-03-09,2022-03-09,AUD
262600,1633767,999999,2022-03-10,2022-03-12,USD
262601,1935940,550,2022-03-10,2022-03-10,USD
262602,1802687,605,2022-03-10,2022-03-10,USD
262603,513722,999999,2022-03-10,2022-03-13,EUR
262604,1835374,570,2022-03-10,2022-03-10,USD
262700,721578,999999,2022-03-11,2022-03-12,EUR
262701,1949745,450,2022-03-11,2022-03-11,USD
262702,1168653,999999,2022-03-11,2022-03-15,GBP
262800,298009,100,2022-03-12,2022-03-12,CAD
262801,230055,74,2022-03-12,2022-03-12,CAD
262802,2003318,999999,2022-03-12,2022-03-14,USD
262803,1055546,999999,2022-03-12,2022-03-18,GBP
262804,1870509,999999,2022-03-12,2022-03-15,USD
262805,1318200,490,2022-03-12,2022-03-12,USD
262806,17924,10,2022-03-12,2022-03-12,AUD
263000,1218322,605,2022-03-14,2022-03-14,USD
263001,1934707,999999,2022-03-14,2022-03-21,USD
263100,488891,999999,2022-03-15,2022-03-18,EUR
263101,1968468,999999,2022-03-15,2022-03-19,USD
263102,1463145,999999,2022-03-15,2022-03-18,USD
263200,2083391,660,2022-03-16,2022-03-16,USD
263201,62759,999999,2022-03-16,2022-03-20,AUD
263202,916960,390,2022-03-16,2022-03-16,GBP
263203,1877210,650,2022-03-16,2022-03-16,USD
263300,1312735,999999,2022-03-17,2022-03-20,USD
263301,314223,999999,2022-03-17,2022-03-21,CAD
263302,1086095,400,2022-03-17,2022-03-17,GBP
263303,327400,999999,2022-03-17,2022-03-19,CAD
263400,621763,120,2022-03-18,2022-03-18,EUR
263401,2063865,540,2022-03-18,2022-03-18,USD
263500,72325,999999,2022-03-19,2022-03-20,AUD
263501,225460,100,2022-03-19,2022-03-19,CAD
263502,1757489,999999,2022-03-19,2022-03-22,USD
263503,16901,50,2022-03-19,2022-03-19,AUD
263700,717977,300,2022-03-21,2022-03-21,EUR
263800,373669,999999,2022-03-22,2022-03-26,CAD
263900,1863331,550,2022-03-23,2022-03-23,USD
263901,605357,140,2022-03-23,2022-03-23,EUR
264000,1806869,999999,2022-03-24,2022-03-29,USD
264001,204628,100,2022-03-24,2022-03-24,CAD
264100,431994,220,2022-03-25,2022-03-25,EUR
264200,1215797,999999,2022-03-26,2022-03-29,USD
264201,594827,999999,2022-03-26,2022-03-31,EUR
266100,428290,260,2022-04-14,2022-04-14,EUR
266300,1731570,550,2022-04-16,2022-04-16,USD
266301,1971407,999999,2022-04-16,2022-04-18,USD
266600,1929447,999999,2022-04-19,2022-04-21,USD
266700,1161011,360,2022-04-20,2022-04-20,GBP
266701,1466880,490,2022-04-20,2022-04-20,USD
266800,361704,999999,2022-04-21,2022-04-26,CAD
266801,1940241,999999,2022-04-21,2022-04-24,USD
266900,2057685,999999,2022-04-22,2022-04-26,USD
267000,1233269,590,2022-04-23,2022-04-23,USD
267001,780122,999999,2022-04-23,2022-04-26,EUR
267002,2035809,620,2022-04-23,2022-04-23,USD
267003,1537495,590,2022-04-23,2022-04-23,USD
267200,1793077,590,2022-04-25,2022-04-25,USD
267300,1725575,999999,2022-04-26,2022-04-29,USD
267301,876680,999999,2022-04-26,2022-04-29,EUR
267400,487175,270,2022-04-27,2022-04-27,EUR
267401,1828194,470,2022-04-27,2022-04-27,USD
267402,1968828,560,2022-04-27,2022-04-27,USD
267403,156779,50,2022-04-27,2022-04-27,AUD
267500,2008851,999999,2022-04-28,2022-04-29,USD
267501,556758,999999,2022-04-28,2022-04-30,EUR
267502,640591,130,2022-04-28,2022-04-28,EUR
267503,402043,240,2022-04-28,2022-04-28,EUR
267504,1412788,510,2022-04-28,2022-04-28,USD
267600,1239840,660,2022-04-29,2022-04-29,USD
267601,1439164,585,2022-04-29,2022-04-29,USD
267602,1573489,999999,2022-04-29,2022-05-03,USD
267700,1093269,999999,2022-04-30,2022-05-03,GBP
267701,1567233,999999,2022-04-30,2022-05-02,USD
267702,1784754,999999,2022-04-30,2022-05-02,USD
267703,1494255,570,2022-04-30,2022-04-30,USD
267704,832927,320,2022-04-30,2022-04-30,EUR
267705,1520115,430,2022-04-30,2022-04-30,USD
267706,319864,100,2022-04-30,2022-04-30,CAD
267900,1662106,560,2022-05-02,2022-05-02,USD
267901,234225,74,2022-05-02,2022-05-02,CAD
267902,467200,999999,2022-05-02,2022-05-07,EUR
268000,883878,999999,2022-05-03,2022-05-06,EUR
268001,931014,999999,2022-05-03,2022-05-05,GBP
268002,359618,999999,2022-05-03,2022-05-04,CAD
268003,202244,999999,2022-05-03,2022-05-09,CAD
268100,365430,80,2022-05-04,2022-05-04,CAD
268101,288673,999999,2022-05-04,2022-05-05,CAD
268102,173481,999999,2022-05-04,2022-05-07,AUD
268103,1504435,560,2022-05-04,2022-05-04,USD
268104,609282,999999,2022-05-04,2022-05-06,EUR
268200,1381880,999999,2022-05-05,2022-05-07,USD
268201,1270414,450,2022-05-05,2022-05-05,USD
268202,2062458,999999,2022-05-05,2022-05-09,USD
268203,1318876,999999,2022-05-05,2022-05-06,USD
268204,1546319,620,2022-05-05,2022-05-05,USD
268205,2031332,605,2022-05-05,2022-05-05,USD
268300,1306399,450,2022-05-06,2022-05-06,USD
268301,453554,999999,2022-05-06,2022-05-10,EUR
268302,2009865,500,2022-05-06,2022-05-06,USD
268303,2062379,999999,2022-05-06,2022-05-09,USD
268400,554246,999999,2022-05-07,2022-05-09,EUR
268401,1609865,999999,2022-05-07,2022-05-09,USD
268402,585170,999999,2022-05-07,2022-05-10,EUR
268403,1657237,560,2022-05-07,2022-05-07,USD
268404,1131266,370,2022-05-07,2022-05-07,GBP
268405,1423744,585,2022-05-07,2022-05-07,USD
268406,1207242,999999,2022-05-07,2022-05-10,USD
268407,1773240,550,2022-05-07,2022-05-07,USD
268600,1659988,999999,2022-05-09,2022-05-12,USD
268601,1295086,999999,2022-05-09,2022-05-12,USD
268602,1819923,430,2022-05-09,2022-05-09,USD
268700,1050699,390,2022-05-10,2022-05-10,GBP
268701,1215925,540,2022-05-10,2022-05-10,USD
268702,1762638,999999,2022-05-10,2022-05-11,USD
268703,344088,999999,2022-05-10,2022-05-13,CAD
268800,109737,999999,2022-05-11,2022-05-13,AUD
268801,1698897,999999,2022-05-11,2022-05-15,USD
268802,375659,100,2022-05-11,2022-05-11,CAD
268803,1696476,570,2022-05-11,2022-05-11,USD
268804,1083777,380,2022-05-11,2022-05-11,GBP
268805,2084355,999999,2022-05-11,2022-05-12,USD
268900,1405642,999999,2022-05-12,2022-05-15,USD
268901,1335477,550,2022-05-12,2022-05-12,USD
268902,1846374,660,2022-05-12,2022-05-12,USD
268903,858753,999999,2022-05-12,2022-05-16,EUR
268904,1358514,610,2022-05-12,2022-05-12,USD
268905,619829,120,2022-05-12,2022-05-12,EUR
269000,834071,310,2022-05-13,2022-05-13,EUR
269001,281758,90,2022-05-13,2022-05-13,CAD
269002,1855281,999999,2022-05-13,2022-05-14,USD
269003,494825,190,2022-05-13,2022-05-13,EUR
269100,279704,999999,2022-05-14,2022-05-15,CAD
269101,2050117,999999,2022-05-14,2022-05-17,USD
269102,1069657,999999,2022-05-14,2022-05-19,GBP
269103,1861355,610,2022-05-14,2022-05-14,USD
269104,1746003,999999,2022-05-14,2022-05-20,USD
269105,1733784,490,2022-05-14,2022-05-14,USD
269106,1343607,585,2022-05-14,2022-05-14,USD
269107,958096,999999,2022-05-14,2022-05-17,GBP
269300,1912022,999999,2022-05-16,2022-05-21,USD
269301,1264981,500,2022-05-16,2022-05-16,USD
269302,456885,999999,2022-05-16,2022-05-18,EUR
269400,495743,255,2022-05-17,2022-05-17,EUR
269401,1351002,999999,2022-05-17,2022-05-19,USD
269402,1917358,430,2022-05-17,2022-05-17,USD
269403,1344103,670,2022-05-17,2022-05-17,USD
269500,1414413,999999,2022-05-18,2022-05-21,USD
269501,1556167,605,2022-05-18,2022-05-18,USD
269502,1000271,370,2022-05-18,2022-05-18,GBP
269503,1635100,999999,2022-05-18,2022-05-21,USD
269504,624983,999999,2022-05-18,2022-05-20,EUR
269505,767203,300,2022-05-18,2022-05-18,EUR
269600,1398997,530,2022-05-19,2022-05-19,USD
269601,1496740,999999,2022-05-19,2022-05-23,USD
269602,578123,210,2022-05-19,2022-05-19,EUR
269603,1226373,999999,2022-05-19,2022-05-23,USD
269604,1968357,585,2022-05-19,2022-05-19,USD
269605,1460028,999999,2022-05-19,2022-05-23,USD
269700,1045909,390,2022-05-20,2022-05-20,GBP
269701,1232008,999999,2022-05-20,2022-05-24,USD
269702,1947567,999999,2022-05-20,2022-05-21,USD
269703,518540,999999,2022-05-20,2022-05-23,EUR
269800,86996,40,2022-05-21,2022-05-21,AUD
269801,1822318,999999,2022-05-21,2022-05-24,USD
269802,1224098,620,2022-05-21,2022-05-21,USD
269803,593740,255,2022-05-21,2022-05-21,EUR
269804,1727981,450,2022-05-21,2022-05-21,USD
269805,85969,50,2022-05-21,2022-05-21,AUD
269806,1885137,550,2022-05-21,2022-05-21,USD
269807,1885547,500,2022-05-21,2022-05-21,USD
270000,897110,999999,2022-05-23,2022-05-25,EUR
270001,1051493,380,2022-05-23,2022-05-23,GBP
270002,1903300,480,2022-05-23,2022-05-23,USD
270100,253406,100,2022-05-24,2022-05-24,CAD
270101,1282096,540,2022-05-24,2022-05-24,USD
270102,1673979,999999,2022-05-24,2022-05-27,USD
270103,699741,999999,2022-05-24,2022-05-29,EUR
270200,1905197,999999,2022-05-25,2022-05-28,USD
270201,1936132,999999,2022-05-25,2022-05-28,USD
270202,260861,999999,2022-05-25,2022-05-28,CAD
270203,1564631,470,2022-05-25,2022-05-25,USD
270204,1327343,999999,2022-05-25,2022-05-28,USD
270205,1681287,490,2022-05-25,2022-05-25,USD
270300,1332281,550,2022-05-26,2022-05-26,USD
270301,1958105,999999,2022-05-26,2022-05-28,USD
270302,1644467,999999,2022-05-26,2022-05-28,USD
270303,515813,210,2022-05-26,2022-05-26,EUR
270304,407707,220,2022-05-26,2022-05-26,EUR
270305,1083284,999999,2022-05-26,2022-05-30,GBP
270400,509314,999999,2022-05-27,2022-05-30,EUR
270401,301015,999999,2022-05-27,2022-06-02,CAD
270402,341994,90,2022-05-27,2022-05-27,CAD
270403,1611606,650,2022-05-27,2022-05-27,USD
270500,1938929,650,2022-05-28,2022-05-28,USD
270501,1524205,999999,2022-05-28,2022-05-30,USD
270502,1953566,999999,2022-05-28,2022-05-29,USD
270503,1383480,620,2022-05-28,2022-05-28,USD
270504,222381,999999,2022-05-28,2022-05-30,CAD
270505,1752710,999999,2022-05-28,2022-05-29,USD
270506,934419,999999,2022-05-28,2022-05-30,GBP
270507,1859543,999999,2022-05-28,2022-06-02,USD
270700,1144901,400,2022-05-30,2022-05-30,GBP
270701,1238341,540,2022-05-30,2022-05-30,USD
270702,1540601,999999,2022-05-30,2022-06-03,USD
270800,54988,999999,2022-05-31,2022-06-03,AUD
270801,927458,999999,2022-05-31,2022-06-04,GBP
270802,914806,380,2022-05-31,2022-05-31,GBP
270803,2073847,999999,2022-05-31,2022-06-05,USD
270900,2061443,999999,2022-06-01,2022-06-06,USD
270901,1828427,510,2022-06-01,2022-06-01,USD
270902,2004240,605,2022-06-01,2022-06-01,USD
270903,1780375,500,2022-06-01,2022-06-01,USD
270904,564637,240,2022-06-01,2022-06-01,EUR
270905,103463,60,2022-06-01,2022-06-01,AUD
271000,832376,330,2022-06-02,2022-06-02,EUR
271001,403941,999999,2022-06-02,2022-06-04,EUR
271002,1457405,999999,2022-06-02,2022-06-03,USD
271003,1394156,999999,2022-06-02,2022-06-08,USD
271004,1433648,670,2022-06-02,2022-06-02,USD
271005,1233589,610,2022-06-02,2022-06-02,USD
271100,235068,999999,2022-06-03,2022-06-07,CAD
271101,381320,80,2022-06-03,2022-06-03,CAD
271102,1851807,999999,2022-06-03,2022-06-05,USD
271103,1960779,480,2022-06-03,2022-06-03,USD
271200,1518916,510,2022-06-04,2022-06-04,USD
271201,843990,999999,2022-06-04,2022-06-07,EUR
271202,1367133,500,2022-06-04,2022-06-04,USD
271203,726733,999999,2022-06-04,2022-06-08,EUR
271204,1413937,999999,2022-06-04,2022-06-09,USD
271205,1413692,999999,2022-06-04,2022-06-08,USD
271206,595199,270,2022-06-04,2022-06-04,EUR
271207,1793649,430,2022-06-04,2022-06-04,USD
271400,564448,255,2022-06-06,2022-06-06,EUR
271401,1484053,999999,2022-06-06,2022-06-08,USD
271402,877100,999999,2022-06-06,2022-06-08,EUR
271500,1260535,999999,2022-06-07,2022-06-12,USD
271501,1479269,999999,2022-06-07,2022-06-08,USD
271502,2042228,999999,2022-06-07,2022-06-09,USD
271503,814188,320,2022-06-07,2022-06-07,EUR
271600,1289935,650,2022-06-08,2022-06-08,USD
271601,2091056,999999,2022-06-08,2022-06-11,USD
271602,10832,999999,2022-06-08,2022-06-09,AUD
271603,1454088,550,2022-06-08,2022-06-08,USD
271604,425765,220,2022-06-08,2022-06-08,EUR
271605,2093871,590,2022-06-08,2022-06-08,USD
271700,1120537,999999,2022-06-09,2022-06-12,GBP
271701,2095944,999999,2022-06-09,2022-06-10,USD
271702,1724458,540,2022-06-09,2022-06-09,USD
271703,384521,999999,2022-06-09,2022-06-10,CAD
271704,1488352,500,2022-06-09,2022-06-09,USD
271705,1434521,480,2022-06-09,2022-06-09,USD
271800,188944,50,2022-06-10,2022-06-10,AUD
271801,1920347,450,2022-06-10,2022-06-10,USD
271802,1875505,999999,2022-06-10,2022-06-15,USD
271803,1062257,999999,2022-06-10,2022-06-13,GBP
271900,1965682,999999,2022-06-11,2022-06-13,USD
271901,687726,150,2022-06-11,2022-06-11,EUR
271902,2097268,999999,2022-06-11,2022-06-13,USD
271903,1528265,999999,2022-06-11,2022-06-16,USD
271904,748018,290,2022-06-11,2022-06-11,EUR
271905,396242,999999,2022-06-11,2022-06-12,CAD
271906,765649,999999,2022-06-11,2022-06-14,EUR
271907,333601,80,2022-06-11,2022-06-11,CAD
272100,270688,90,2022-06-13,2022-06-13,CAD
272101,1945125,999999,2022-06-13,2022-06-16,USD
272102,852274,330,2022-06-13,2022-06-13,EUR
272200,1245501,550,2022-06-14,2022-06-14,USD
272201,1520946,660,2022-06-14,2022-06-14,USD
272202,1222142,660,2022-06-14,2022-06-14,USD
272203,135688,999999,2022-06-14,2022-06-16,AUD
272300,2065857,670,2022-06-15,2022-06-15,USD
272301,1261765,620,2022-06-15,2022-06-15,USD
272302,1330738,550,2022-06-15,2022-06-15,USD
272303,5397,50,2022-06-15,2022-06-15,AUD
272304,1394754,999999,2022-06-15,2022-06-19,USD
272305,646343,130,2022-06-15,2022-06-15,EUR
272400,599792,999999,2022-06-16,2022-06-18,EUR
272401,131929,999999,2022-06-16,2022-06-17,AUD
272402,1374787,999999,2022-06-16,2022-06-19,USD
272403,1690515,510,2022-06-16,2022-06-16,USD
272404,1744040,999999,2022-06-16,2022-06-19,USD
272405,1647779,540,2022-06-16,2022-06-16,USD
272500,1868722,999999,2022-06-17,2022-06-22,USD
272501,1979567,650,2022-06-17,2022-06-17,USD
272502,1622219,999999,2022-06-17,2022-06-20,USD
272503,625387,999999,2022-06-17,2022-06-21,EUR
272600,2059743,999999,2022-06-18,2022-06-21,USD
272601,1995339,570,2022-06-18,2022-06-18,USD
272602,1717375,999999,2022-06-18,2022-06-23,USD
272603,361279,80,2022-06-18,2022-06-18,CAD
272604,1861900,650,2022-06-18,2022-06-18,USD
272605,474766,999999,2022-06-18,2022-06-21,EUR
272606,444569,999999,2022-06-18,2022-06-22,EUR
272607,1543888,440,2022-06-18,2022-06-18,USD
272800,30882,999999,2022-06-20,2022-06-22,AUD
272801,1468586,999999,2022-06-20,2022-06-26,USD
272802,270437,90,2022-06-20,2022-06-20,CAD
272900,1315648,480,2022-06-21,2022-06-21,USD
272901,1228314,560,2022-06-21,2022-06-21,USD
272902,817513,310,2022-06-21,2022-06-21,EUR
272903,1964846,610,2022-06-21,2022-06-21,USD
273000,785999,999999,2022-06-22,2022-06-23,EUR
273001,1630368,585,2022-06-22,2022-06-22,USD
273002,1079987,999999,2022-06-22,2022-06-26,GBP
273003,321403,100,2022-06-22,2022-06-22,CAD
273004,1442929,510,2022-06-22,2022-06-22,USD
273005,106313,35,2022-06-22,2022-06-22,AUD
273100,290222,999999,2022-06-23,2022-06-28,CAD
273101,1310122,620,2022-06-23,2022-06-23,USD
273102,1463562,999999,2022-06-23,2022-06-29,USD
273103,602454,999999,2022-06-23,2022-06-25,EUR
273104,1410471,999999,2022-06-23,2022-06-27,USD
273105,1442337,480,2022-06-23,2022-06-23,USD
273200,1967754,999999,2022-06-24,2022-06-25,USD
273201,267748,90,2022-06-24,2022-06-24,CAD
273202,658406,999999,2022-06-24,2022-06-26,EUR
273203,1390727,999999,2022-06-24,2022-06-30,USD
273300,1882379,999999,2022-06-25,2022-07-01,USD
273301,1828662,999999,2022-06-25,2022-06-26,USD
273302,440325,999999,2022-06-25,2022-06-30,EUR
273303,1156723,380,2022-06-25,2022-06-25,GBP
273304,2064410,470,2022-06-25,2022-06-25,USD
273305,316537,90,2022-06-25,2022-06-25,CAD
273306,1183359,999999,2022-06-25,2022-06-27,GBP
273307,1552574,999999,2022-06-25,2022-06-28,USD
273500,1847205,999999,2022-06-27,2022-06-30,USD
273501,860647,999999,2022-06-27,2022-07-01,EUR
273502,1486425,999999,2022-06-27,2022-07-02,USD
273600,2073398,510,2022-06-28,2022-06-28,USD
273601,1550016,999999,2022-06-28,2022-07-02,USD
273602,1347178,999999,2022-06-28,2022-07-02,USD
273603,1870576,650,2022-06-28,2022-06-28,USD
273700,648069,130,2022-06-29,2022-06-29,EUR
273701,1667135,605,2022-06-29,2022-06-29,USD
273702,1997451,560,2022-06-29,2022-06-29,USD
273703,1280220,440,2022-06-29,2022-06-29,USD
273704,347217,80,2022-06-29,2022-06-29,CAD
273705,356733,90,2022-06-29,2022-06-29,CAD
273800,172191,10,2022-06-30,2022-06-30,AUD
273801,1594614,999999,2022-06-30,2022-07-02,USD
273802,217904,999999,2022-06-30,2022-07-04,CAD
273803,501159,260,2022-06-30,2022-06-30,EUR
273804,2097672,999999,2022-06-30,2022-07-02,USD
273805,1563499,999999,2022-06-30,2022-07-04,USD
273806,1390854,440,2022-06-30,2022-06-30,USD
273900,1843478,570,2022-07-01,2022-07-01,USD
273901,1381120,999999,2022-07-01,2022-07-06,USD
273902,68315,999999,2022-07-01,2022-07-04,AUD
273903,1222339,999999,2022-07-01,2022-07-03,USD
274000,1032589,999999,2022-07-02,2022-07-05,GBP
274001,486471,999999,2022-07-02,2022-07-04,EUR
274002,157700,35,2022-07-02,2022-07-02,AUD
274003,425212,999999,2022-07-02,2022-07-03,EUR
274004,1692034,450,2022-07-02,2022-07-02,USD
274005,263033,999999,2022-07-02,2022-07-04,CAD
274006,250705,100,2022-07-02,2022-07-02,CAD
274007,574101,220,2022-07-02,2022-07-02,EUR
274200,1555907,999999,2022-07-04,2022-07-06,USD
