Date,FromCurrency,ToCurrency,Exchange
2015-07-07,GBP,CAD,1.96764
2015-07-07,GBP,EUR,1.41303
2015-07-07,GBP,GBP,1.00000
2015-07-07,GBP,USD,1.54458
2015-07-07,USD,AUD,1.34681
2015-07-07,USD,CAD,1.27390
2015-07-07,USD,EUR,0.91483
2015-07-07,USD,GBP,0.64742
2015-07-07,USD,USD,1.00000
2015-07-08,AUD,AUD,1.00000
2015-07-08,AUD,CAD,0.94498
2015-07-08,AUD,EUR,0.67268
2015-07-08,AUD,GBP,0.48251
2015-07-08,AUD,USD,0.74156
2015-07-08,CAD,AUD,1.05823
2015-07-08,CAD,CAD,1.00000
2015-07-08,CAD,EUR,0.71185
2015-07-08,CAD,GBP,0.51061
2015-07-08,CAD,USD,0.78474
2015-07-08,EUR,AUD,1.4866
2015-07-08,EUR,CAD,1.4048
2015-07-08,EUR,EUR,1.0
2015-07-08,EUR,GBP,0.7173
2015-07-08,EUR,USD,1.1024
2015-07-08,GBP,AUD,2.07249
2015-07-08,GBP,CAD,1.95846
2015-07-08,GBP,EUR,1.39412
2015-07-08,GBP,GBP,1.00000
2015-07-08,GBP,USD,1.53687
2015-07-08,USD,AUD,1.34851
2015-07-08,USD,CAD,1.27431
2015-07-08,USD,EUR,0.90711
2015-07-08,USD,GBP,0.65067
2015-07-08,USD,USD,1.00000
2015-07-09,AUD,AUD,1.00000
2015-07-09,AUD,CAD,0.94641
2015-07-09,AUD,EUR,0.67495
2015-07-09,AUD,GBP,0.48434
2015-07-09,AUD,USD,0.74609
2015-07-09,CAD,AUD,1.05663
2015-07-09,CAD,CAD,1.00000
2015-07-09,CAD,EUR,0.71317
2015-07-09,CAD,GBP,0.51177
2015-07-09,CAD,USD,0.78833
2015-07-09,EUR,AUD,1.4816
2015-07-09,EUR,CAD,1.4022
2015-07-09,EUR,EUR,1.0
2015-07-09,EUR,GBP,0.7176
2015-07-09,EUR,USD,1.1054
2015-07-09,GBP,AUD,2.06466
2015-07-09,GBP,CAD,1.95401
2015-07-09,GBP,EUR,1.39353
2015-07-09,GBP,GBP,1.00000
2015-07-09,GBP,USD,1.54041
2015-07-09,USD,AUD,1.34033
2015-07-09,USD,CAD,1.26850
2015-07-09,USD,EUR,0.90465
2015-07-09,USD,GBP,0.64918
2015-07-09,USD,USD,1.00000
2015-07-10,AUD,AUD,1.00000
2015-07-10,AUD,CAD,0.94905
2015-07-10,AUD,EUR,0.66778
2015-07-10,AUD,GBP,0.48134
2015-07-10,AUD,USD,0.74691
2015-07-10,CAD,AUD,1.05369
2015-07-10,CAD,CAD,1.00000
2015-07-10,CAD,EUR,0.70363
2015-07-10,CAD,GBP,0.50718
2015-07-10,CAD,USD,0.78701
2015-07-10,EUR,AUD,1.4975
2015-07-10,EUR,CAD,1.4212
2015-07-10,EUR,EUR,1.0
2015-07-10,EUR,GBP,0.7208
2015-07-10,EUR,USD,1.1185
2015-07-10,GBP,AUD,2.07755
2015-07-10,GBP,CAD,1.97170
2015-07-10,GBP,EUR,1.38735
2015-07-10,GBP,GBP,1.00000
2015-07-10,GBP,USD,1.55175
2015-07-10,USD,AUD,1.33885
2015-07-10,USD,CAD,1.27063
2015-07-10,USD,EUR,0.89405
2015-07-10,USD,GBP,0.64443
2015-07-10,USD,USD,1.00000
2015-07-11,AUD,AUD,1.00000
2015-07-11,AUD,CAD,0.94905
2015-07-11,AUD,EUR,0.66778
2015-07-11,AUD,GBP,0.48134
2015-07-11,AUD,USD,0.74691
2015-07-11,CAD,AUD,1.05369
2015-07-11,CAD,CAD,1.00000
2015-07-11,CAD,EUR,0.70363
2015-07-11,CAD,GBP,0.50718
2015-07-11,CAD,USD,0.78701
2015-07-11,EUR,AUD,1.4975
2015-07-11,EUR,CAD,1.4212
2015-07-11,EUR,EUR,1.0
2015-07-11,EUR,GBP,0.7208
2015-07-11,EUR,USD,1.1185
2015-07-11,GBP,AUD,2.07755
2015-07-11,GBP,CAD,1.97170
2015-07-11,GBP,EUR,1.38735
2015-07-11,GBP,GBP,1.00000
2015-07-11,GBP,USD,1.55175
2015-07-11,USD,AUD,1.33885
2015-07-11,USD,CAD,1.27063
2015-07-11,USD,EUR,0.89405
2015-07-11,USD,GBP,0.64443
2015-07-11,USD,USD,1.00000
2015-07-12,AUD,AUD,1.00000
2015-07-12,AUD,CAD,0.94905
2015-07-12,AUD,EUR,0.66778
2015-07-12,AUD,GBP,0.48134
2015-07-12,AUD,USD,0.74691
2015-07-12,CAD,AUD,1.05369
2015-07-12,CAD,CAD,1.00000
2015-07-12,CAD,EUR,0.70363
2015-07-12,CAD,GBP,0.50718
2015-07-12,CAD,USD,0.78701
2015-07-12,EUR,AUD,1.4975
2015-07-12,EUR,CAD,1.4212
2015-07-12,EUR,EUR,1.0
2015-07-12,EUR,GBP,0.7208
2015-07-12,EUR,USD,1.1185
2015-07-12,GBP,AUD,2.07755
2015-07-12,GBP,CAD,1.97170
2015-07-12,GBP,EUR,1.38735
2015-07-12,GBP,GBP,1.00000
2015-07-12,GBP,USD,1.55175
2015-07-12,USD,AUD,1.33885
2015-07-12,USD,CAD,1.27063
2015-07-12,USD,EUR,0.89405
2015-07-12,USD,GBP,0.64443
2015-07-12,USD,USD,1.00000
2015-07-13,AUD,AUD,1.00000
2015-07-13,AUD,CAD,0.94494
2015-07-13,AUD,EUR,0.67231
2015-07-13,AUD,GBP,0.47835
2015-07-13,AUD,USD,0.74284
2015-07-13,CAD,AUD,1.05827
2015-07-13,CAD,CAD,1.00000
2015-07-13,CAD,EUR,0.71149
2015-07-13,CAD,GBP,0.50623
2015-07-13,CAD,USD,0.78613
2015-07-13,EUR,AUD,1.4874
2015-07-13,EUR,CAD,1.4055
2015-07-13,EUR,EUR,1.0
2015-07-13,EUR,GBP,0.7115
2015-07-13,EUR,USD,1.1049
2015-07-13,GBP,AUD,2.09051
2015-07-13,GBP,CAD,1.97540
2015-07-13,GBP,EUR,1.40548
2015-07-13,GBP,GBP,1.00000
2015-07-13,GBP,USD,1.55292
2015-07-13,USD,AUD,1.34619
2015-07-13,USD,CAD,1.27206
2015-07-13,USD,EUR,0.90506
2015-07-13,USD,GBP,0.64395
2015-07-13,USD,USD,1.00000
2015-07-14,AUD,AUD,1.00000
2015-07-14,AUD,CAD,0.94929
2015-07-14,AUD,EUR,0.67440
2015-07-14,AUD,GBP,0.47774
2015-07-14,AUD,USD,0.74393
2015-07-14,CAD,AUD,1.05342
2015-07-14,CAD,CAD,1.00000
2015-07-14,CAD,EUR,0.71043
2015-07-14,CAD,GBP,0.50327
2015-07-14,CAD,USD,0.78367
2015-07-14,EUR,AUD,1.4828
2015-07-14,EUR,CAD,1.4076
2015-07-14,EUR,EUR,1.0
2015-07-14,EUR,GBP,0.7084
2015-07-14,EUR,USD,1.1031
2015-07-14,GBP,AUD,2.09317
2015-07-14,GBP,CAD,1.98701
2015-07-14,GBP,EUR,1.41163
2015-07-14,GBP,GBP,1.00000
2015-07-14,GBP,USD,1.55717
2015-07-14,USD,AUD,1.34421
2015-07-14,USD,CAD,1.27604
2015-07-14,USD,EUR,0.90654
2015-07-14,USD,GBP,0.64219
2015-07-14,USD,USD,1.00000
2015-07-15,AUD,AUD,1.00000
2015-07-15,AUD,CAD,0.95099
2015-07-15,AUD,EUR,0.67783
2015-07-15,AUD,GBP,0.47753
2015-07-15,AUD,USD,0.74622
2015-07-15,CAD,AUD,1.05153
2015-07-15,CAD,CAD,1.00000
2015-07-15,CAD,EUR,0.71276
2015-07-15,CAD,GBP,0.50214
2015-07-15,CAD,USD,0.78468
2015-07-15,EUR,AUD,1.4753
2015-07-15,EUR,CAD,1.403
2015-07-15,EUR,EUR,1.0
2015-07-15,EUR,GBP,0.7045
2015-07-15,EUR,USD,1.1009
2015-07-15,GBP,AUD,2.09411
2015-07-15,GBP,CAD,1.99148
2015-07-15,GBP,EUR,1.41945
2015-07-15,GBP,GBP,1.00000
2015-07-15,GBP,USD,1.56267
2015-07-15,USD,AUD,1.34009
2015-07-15,USD,CAD,1.27441
2015-07-15,USD,EUR,0.90835
2015-07-15,USD,GBP,0.63993
2015-07-15,USD,USD,1.00000
2015-07-16,AUD,AUD,1.00000
2015-07-16,AUD,CAD,0.95630
2015-07-16,AUD,EUR,0.67967
2015-07-16,AUD,GBP,0.47448
2015-07-16,AUD,USD,0.73860
2015-07-16,CAD,AUD,1.04570
2015-07-16,CAD,CAD,1.00000
2015-07-16,CAD,EUR,0.71073
2015-07-16,CAD,GBP,0.49616
2015-07-16,CAD,USD,0.77235
2015-07-16,EUR,AUD,1.4713
2015-07-16,EUR,CAD,1.407
2015-07-16,EUR,EUR,1.0
2015-07-16,EUR,GBP,0.6981
2015-07-16,EUR,USD,1.0867
2015-07-16,GBP,AUD,2.10758
2015-07-16,GBP,CAD,2.01547
2015-07-16,GBP,EUR,1.43246
2015-07-16,GBP,GBP,1.00000
2015-07-16,GBP,USD,1.55665
2015-07-16,USD,AUD,1.35392
2015-07-16,USD,CAD,1.29475
2015-07-16,USD,EUR,0.92022
2015-07-16,USD,GBP,0.64240
2015-07-16,USD,USD,1.00000
2015-07-17,AUD,AUD,1.00000
2015-07-17,AUD,CAD,0.96058
2015-07-17,AUD,EUR,0.67972
2015-07-17,AUD,GBP,0.47465
2015-07-17,AUD,USD,0.74014
2015-07-17,CAD,AUD,1.04104
2015-07-17,CAD,CAD,1.00000
2015-07-17,CAD,EUR,0.70761
2015-07-17,CAD,GBP,0.49413
2015-07-17,CAD,USD,0.77052
2015-07-17,EUR,AUD,1.4712
2015-07-17,EUR,CAD,1.4132
2015-07-17,EUR,EUR,1.0
2015-07-17,EUR,GBP,0.6983
2015-07-17,EUR,USD,1.0889
2015-07-17,GBP,AUD,2.10683
2015-07-17,GBP,CAD,2.02377
2015-07-17,GBP,EUR,1.43205
2015-07-17,GBP,GBP,1.00000
2015-07-17,GBP,USD,1.55936
2015-07-17,USD,AUD,1.35109
2015-07-17,USD,CAD,1.29782
2015-07-17,USD,EUR,0.91836
2015-07-17,USD,GBP,0.64129
2015-07-17,USD,USD,1.00000
2015-07-18,AUD,AUD,1.00000
2015-07-18,AUD,CAD,0.96058
2015-07-18,AUD,EUR,0.67972
2015-07-18,AUD,GBP,0.47465
2015-07-18,AUD,USD,0.74014
2015-07-18,CAD,AUD,1.04104
2015-07-18,CAD,CAD,1.00000
2015-07-18,CAD,EUR,0.70761
2015-07-18,CAD,GBP,0.49413
2015-07-18,CAD,USD,0.77052
2015-07-18,EUR,AUD,1.4712
2015-07-18,EUR,CAD,1.4132
2015-07-18,EUR,EUR,1.0
2015-07-18,EUR,GBP,0.6983
2015-07-18,EUR,USD,1.0889
2015-07-18,GBP,AUD,2.10683
2015-07-18,GBP,CAD,2.02377
2015-07-18,GBP,EUR,1.43205
2015-07-18,GBP,GBP,1.00000
2015-07-18,GBP,USD,1.55936
2015-07-18,USD,AUD,1.35109
2015-07-18,USD,CAD,1.29782
2015-07-18,USD,EUR,0.91836
2015-07-18,USD,GBP,0.64129
2015-07-18,USD,USD,1.00000
2015-07-19,AUD,AUD,1.00000
2015-07-19,AUD,CAD,0.96058
2015-07-19,AUD,EUR,0.67972
2015-07-19,AUD,GBP,0.47465
2015-07-19,AUD,USD,0.74014
2015-07-19,CAD,AUD,1.04104
2015-07-19,CAD,CAD,1.00000
2015-07-19,CAD,EUR,0.70761
2015-07-19,CAD,GBP,0.49413
2015-07-19,CAD,USD,0.77052
2015-07-19,EUR,AUD,1.4712
2015-07-19,EUR,CAD,1.4132
2015-07-19,EUR,EUR,1.0
2015-07-19,EUR,GBP,0.6983
2015-07-19,EUR,USD,1.0889
2015-07-19,GBP,AUD,2.10683
2015-07-19,GBP,CAD,2.02377
2015-07-19,GBP,EUR,1.43205
2015-07-19,GBP,GBP,1.00000
2015-07-19,GBP,USD,1.55936
2015-07-19,USD,AUD,1.35109
2015-07-19,USD,CAD,1.29782
2015-07-19,USD,EUR,0.91836
2015-07-19,USD,GBP,0.64129
2015-07-19,USD,USD,1.00000
2015-07-20,AUD,AUD,1.00000
2015-07-20,AUD,CAD,0.95838
2015-07-20,AUD,EUR,0.68013
2015-07-20,AUD,GBP,0.47412
2015-07-20,AUD,USD,0.73808
2015-07-20,CAD,AUD,1.04343
2015-07-20,CAD,CAD,1.00000
2015-07-20,CAD,EUR,0.70967
2015-07-20,CAD,GBP,0.49471
2015-07-20,CAD,USD,0.77014
2015-07-20,EUR,AUD,1.4703
2015-07-20,EUR,CAD,1.4091
2015-07-20,EUR,EUR,1.0
2015-07-20,EUR,GBP,0.6971
2015-07-20,EUR,USD,1.0852
2015-07-20,GBP,AUD,2.10917
2015-07-20,GBP,CAD,2.02137
2015-07-20,GBP,EUR,1.43451
2015-07-20,GBP,GBP,1.00000
2015-07-20,GBP,USD,1.55674
2015-07-20,USD,AUD,1.35487
2015-07-20,USD,CAD,1.29847
2015-07-20,USD,EUR,0.92149
2015-07-20,USD,GBP,0.64237
2015-07-20,USD,USD,1.00000
2015-07-21,AUD,AUD,1.00000
2015-07-21,AUD,CAD,0.95741
2015-07-21,AUD,EUR,0.67815
2015-07-21,AUD,GBP,0.47382
2015-07-21,AUD,USD,0.73695
2015-07-21,CAD,AUD,1.04448
2015-07-21,CAD,CAD,1.00000
2015-07-21,CAD,EUR,0.70832
2015-07-21,CAD,GBP,0.49490
2015-07-21,CAD,USD,0.76973
2015-07-21,EUR,AUD,1.4746
2015-07-21,EUR,CAD,1.4118
2015-07-21,EUR,EUR,1.0
2015-07-21,EUR,GBP,0.6987
2015-07-21,EUR,USD,1.0867
2015-07-21,GBP,AUD,2.11049
2015-07-21,GBP,CAD,2.02061
2015-07-21,GBP,EUR,1.43123
2015-07-21,GBP,GBP,1.00000
2015-07-21,GBP,USD,1.55532
2015-07-21,USD,AUD,1.35695
2015-07-21,USD,CAD,1.29916
2015-07-21,USD,EUR,0.92022
2015-07-21,USD,GBP,0.64296
2015-07-21,USD,USD,1.00000
2015-07-22,AUD,AUD,1.00000
2015-07-22,AUD,CAD,0.95950
2015-07-22,AUD,EUR,0.67728
2015-07-22,AUD,GBP,0.47288
2015-07-22,AUD,USD,0.73837
2015-07-22,CAD,AUD,1.04221
2015-07-22,CAD,CAD,1.00000
2015-07-22,CAD,EUR,0.70587
2015-07-22,CAD,GBP,0.49284
2015-07-22,CAD,USD,0.76953
2015-07-22,EUR,AUD,1.4765
2015-07-22,EUR,CAD,1.4167
2015-07-22,EUR,EUR,1.0
2015-07-22,EUR,GBP,0.6982
2015-07-22,EUR,USD,1.0902
2015-07-22,GBP,AUD,2.11472
2015-07-22,GBP,CAD,2.02907
2015-07-22,GBP,EUR,1.43225
2015-07-22,GBP,GBP,1.00000
2015-07-22,GBP,USD,1.56144
2015-07-22,USD,AUD,1.35434
2015-07-22,USD,CAD,1.29949
2015-07-22,USD,EUR,0.91726
2015-07-22,USD,GBP,0.64043
2015-07-22,USD,USD,1.00000
2015-07-23,AUD,AUD,1.00000
2015-07-23,AUD,CAD,0.96140
2015-07-23,AUD,EUR,0.67367
2015-07-23,AUD,GBP,0.47454
2015-07-23,AUD,USD,0.74097
2015-07-23,CAD,AUD,1.04015
2015-07-23,CAD,CAD,1.00000
2015-07-23,CAD,EUR,0.70072
2015-07-23,CAD,GBP,0.49359
2015-07-23,CAD,USD,0.77072
2015-07-23,EUR,AUD,1.4844
2015-07-23,EUR,CAD,1.4271
2015-07-23,EUR,EUR,1.0
2015-07-23,EUR,GBP,0.7044
2015-07-23,EUR,USD,1.0999
2015-07-23,GBP,AUD,2.10733
2015-07-23,GBP,CAD,2.02598
2015-07-23,GBP,EUR,1.41965
2015-07-23,GBP,GBP,1.00000
2015-07-23,GBP,USD,1.56147
2015-07-23,USD,AUD,1.34958
2015-07-23,USD,CAD,1.29748
2015-07-23,USD,EUR,0.90917
2015-07-23,USD,GBP,0.64042
2015-07-23,USD,USD,1.00000
2015-07-24,AUD,AUD,1.00000
2015-07-24,AUD,CAD,0.95099
2015-07-24,AUD,EUR,0.66410
2015-07-24,AUD,GBP,0.46945
2015-07-24,AUD,USD,0.72646
2015-07-24,CAD,AUD,1.05154
2015-07-24,CAD,CAD,1.00000
2015-07-24,CAD,EUR,0.69832
2015-07-24,CAD,GBP,0.49365
2015-07-24,CAD,USD,0.76390
2015-07-24,EUR,AUD,1.5058
2015-07-24,EUR,CAD,1.432
2015-07-24,EUR,EUR,1.0
2015-07-24,EUR,GBP,0.7069
2015-07-24,EUR,USD,1.0939
2015-07-24,GBP,AUD,2.13015
2015-07-24,GBP,CAD,2.02575
2015-07-24,GBP,EUR,1.41463
2015-07-24,GBP,GBP,1.00000
2015-07-24,GBP,USD,1.54746
2015-07-24,USD,AUD,1.37654
2015-07-24,USD,CAD,1.30908
2015-07-24,USD,EUR,0.91416
2015-07-24,USD,GBP,0.64622
2015-07-24,USD,USD,1.00000
2015-07-25,AUD,AUD,1.00000
2015-07-25,AUD,CAD,0.95099
2015-07-25,AUD,EUR,0.66410
2015-07-25,AUD,GBP,0.46945
2015-07-25,AUD,USD,0.72646
2015-07-25,CAD,AUD,1.05154
2015-07-25,CAD,CAD,1.00000
2015-07-25,CAD,EUR,0.69832
2015-07-25,CAD,GBP,0.49365
2015-07-25,CAD,USD,0.76390
2015-07-25,EUR,AUD,1.5058
2015-07-25,EUR,CAD,1.432
2015-07-25,EUR,EUR,1.0
2015-07-25,EUR,GBP,0.7069
2015-07-25,EUR,USD,1.0939
2015-07-25,GBP,AUD,2.13015
2015-07-25,GBP,CAD,2.02575
2015-07-25,GBP,EUR,1.41463
2015-07-25,GBP,GBP,1.00000
2015-07-25,GBP,USD,1.54746
2015-07-25,USD,AUD,1.37654
2015-07-25,USD,CAD,1.30908
2015-07-25,USD,EUR,0.91416
2015-07-25,USD,GBP,0.64622
2015-07-25,USD,USD,1.00000
2015-07-26,AUD,AUD,1.00000
2015-07-26,AUD,CAD,0.95099
2015-07-26,AUD,EUR,0.66410
2015-07-26,AUD,GBP,0.46945
2015-07-26,AUD,USD,0.72646
2015-07-26,CAD,AUD,1.05154
2015-07-26,CAD,CAD,1.00000
2015-07-26,CAD,EUR,0.69832
2015-07-26,CAD,GBP,0.49365
2015-07-26,CAD,USD,0.76390
2015-07-26,EUR,AUD,1.5058
2015-07-26,EUR,CAD,1.432
2015-07-26,EUR,EUR,1.0
2015-07-26,EUR,GBP,0.7069
2015-07-26,EUR,USD,1.0939
2015-07-26,GBP,AUD,2.13015
2015-07-26,GBP,CAD,2.02575
2015-07-26,GBP,EUR,1.41463
2015-07-26,GBP,GBP,1.00000
2015-07-26,GBP,USD,1.54746
2015-07-26,USD,AUD,1.37654
2015-07-26,USD,CAD,1.30908
2015-07-26,USD,EUR,0.91416
2015-07-26,USD,GBP,0.64622
2015-07-26,USD,USD,1.00000
2015-07-27,AUD,AUD,1.00000
2015-07-27,AUD,CAD,0.94896
2015-07-27,AUD,EUR,0.65859
2015-07-27,AUD,GBP,0.46938
2015-07-27,AUD,USD,0.72827
2015-07-27,CAD,AUD,1.05379
2015-07-27,CAD,CAD,1.00000
2015-07-27,CAD,EUR,0.69401
2015-07-27,CAD,GBP,0.49462
2015-07-27,CAD,USD,0.76744
2015-07-27,EUR,AUD,1.5184
2015-07-27,EUR,CAD,1.4409
2015-07-27,EUR,EUR,1.0
2015-07-27,EUR,GBP,0.7127
2015-07-27,EUR,USD,1.1058
2015-07-27,GBP,AUD,2.13049
2015-07-27,GBP,CAD,2.02175
2015-07-27,GBP,EUR,1.40311
2015-07-27,GBP,GBP,1.00000
2015-07-27,GBP,USD,1.55156
2015-07-27,USD,AUD,1.37312
2015-07-27,USD,CAD,1.30304
2015-07-27,USD,EUR,0.90432
2015-07-27,USD,GBP,0.64451
2015-07-27,USD,USD,1.00000
2015-07-28,AUD,AUD,1.00000
2015-07-28,AUD,CAD,0.95089
2015-07-28,AUD,EUR,0.66273
2015-07-28,AUD,GBP,0.46882
2015-07-28,AUD,USD,0.73066
2015-07-28,CAD,AUD,1.05164
2015-07-28,CAD,CAD,1.00000
2015-07-28,CAD,EUR,0.69696
2015-07-28,CAD,GBP,0.49303
2015-07-28,CAD,USD,0.76840
2015-07-28,EUR,AUD,1.5089
2015-07-28,EUR,CAD,1.4348
2015-07-28,EUR,EUR,1.0
2015-07-28,EUR,GBP,0.7074
2015-07-28,EUR,USD,1.1025
2015-07-28,GBP,AUD,2.13302
2015-07-28,GBP,CAD,2.02827
2015-07-28,GBP,EUR,1.41363
2015-07-28,GBP,GBP,1.00000
2015-07-28,GBP,USD,1.55852
2015-07-28,USD,AUD,1.36862
2015-07-28,USD,CAD,1.30141
2015-07-28,USD,EUR,0.90703
2015-07-28,USD,GBP,0.64163
2015-07-28,USD,USD,1.00000
2015-07-29,AUD,AUD,1.00000
2015-07-29,AUD,CAD,0.94623
2015-07-29,AUD,EUR,0.66221
2015-07-29,AUD,GBP,0.46706
2015-07-29,AUD,USD,0.73042
2015-07-29,CAD,AUD,1.05683
2015-07-29,CAD,CAD,1.00000
2015-07-29,CAD,EUR,0.69984
2015-07-29,CAD,GBP,0.49360
2015-07-29,CAD,USD,0.77192
2015-07-29,EUR,AUD,1.5101
2015-07-29,EUR,CAD,1.4289
2015-07-29,EUR,EUR,1.0
2015-07-29,EUR,GBP,0.7053
2015-07-29,EUR,USD,1.103
2015-07-29,GBP,AUD,2.14107
2015-07-29,GBP,CAD,2.02595
2015-07-29,GBP,EUR,1.41784
2015-07-29,GBP,GBP,1.00000
2015-07-29,GBP,USD,1.56387
2015-07-29,USD,AUD,1.36908
2015-07-29,USD,CAD,1.29547
2015-07-29,USD,EUR,0.90662
2015-07-29,USD,GBP,0.63944
2015-07-29,USD,USD,1.00000
2015-07-30,AUD,AUD,1.00000
2015-07-30,AUD,CAD,0.94391
2015-07-30,AUD,EUR,0.66379
2015-07-30,AUD,GBP,0.46532
2015-07-30,AUD,USD,0.72718
2015-07-30,CAD,AUD,1.05942
2015-07-30,CAD,CAD,1.00000
2015-07-30,CAD,EUR,0.70323
2015-07-30,CAD,GBP,0.49297
2015-07-30,CAD,USD,0.77039
2015-07-30,EUR,AUD,1.5065
2015-07-30,EUR,CAD,1.422
2015-07-30,EUR,EUR,1.0
2015-07-30,EUR,GBP,0.701
2015-07-30,EUR,USD,1.0955
2015-07-30,GBP,AUD,2.14907
2015-07-30,GBP,CAD,2.02853
2015-07-30,GBP,EUR,1.42653
2015-07-30,GBP,GBP,1.00000
2015-07-30,GBP,USD,1.56277
2015-07-30,USD,AUD,1.37517
2015-07-30,USD,CAD,1.29804
2015-07-30,USD,EUR,0.91283
2015-07-30,USD,GBP,0.63989
2015-07-30,USD,USD,1.00000
2015-07-31,AUD,AUD,1.00000
2015-07-31,AUD,CAD,0.94518
2015-07-31,AUD,EUR,0.66050
2015-07-31,AUD,GBP,0.46506
2015-07-31,AUD,USD,0.72437
2015-07-31,CAD,AUD,1.05800
2015-07-31,CAD,CAD,1.00000
2015-07-31,CAD,EUR,0.69881
2015-07-31,CAD,GBP,0.49203
2015-07-31,CAD,USD,0.76639
2015-07-31,EUR,AUD,1.514
2015-07-31,EUR,CAD,1.431
2015-07-31,EUR,EUR,1.0
2015-07-31,EUR,GBP,0.7041
2015-07-31,EUR,USD,1.0967
2015-07-31,GBP,AUD,2.15026
2015-07-31,GBP,CAD,2.03238
2015-07-31,GBP,EUR,1.42025
2015-07-31,GBP,GBP,1.00000
2015-07-31,GBP,USD,1.55759
2015-07-31,USD,AUD,1.38051
2015-07-31,USD,CAD,1.30482
2015-07-31,USD,EUR,0.91183
2015-07-31,USD,GBP,0.64202
2015-07-31,USD,USD,1.00000
2015-08-01,AUD,AUD,1.00000
2015-08-01,AUD,CAD,0.94518
2015-08-01,AUD,EUR,0.66050
2015-08-01,AUD,GBP,0.46506
2015-08-01,AUD,USD,0.72437
2015-08-01,CAD,AUD,1.05800
2015-08-01,CAD,CAD,1.00000
2015-08-01,CAD,EUR,0.69881
2015-08-01,CAD,GBP,0.49203
2015-08-01,CAD,USD,0.76639
2015-08-01,EUR,AUD,1.514
2015-08-01,EUR,CAD,1.431
2015-08-01,EUR,EUR,1.0
2015-08-01,EUR,GBP,0.7041
2015-08-01,EUR,USD,1.0967
2015-08-01,GBP,AUD,2.15026
2015-08-01,GBP,CAD,2.03238
2015-08-01,GBP,EUR,1.42025
2015-08-01,GBP,GBP,1.00000
2015-08-01,GBP,USD,1.55759
2015-08-01,USD,AUD,1.38051
2015-08-01,USD,CAD,1.30482
2015-08-01,USD,EUR,0.91183
2015-08-01,USD,GBP,0.64202
2015-08-01,USD,USD,1.00000
2015-08-02,AUD,AUD,1.00000
2015-08-02,AUD,CAD,0.94518
2015-08-02,AUD,EUR,0.66050
2015-08-02,AUD,GBP,0.46506
2015-08-02,AUD,USD,0.72437
2015-08-02,CAD,AUD,1.05800
2015-08-02,CAD,CAD,1.00000
2015-08-02,CAD,EUR,0.69881
2015-08-02,CAD,GBP,0.49203
2015-08-02,CAD,USD,0.76639
2015-08-02,EUR,AUD,1.514
2015-08-02,EUR,CAD,1.431
2015-08-02,EUR,EUR,1.0
2015-08-02,EUR,GBP,0.7041
2015-08-02,EUR,USD,1.0967
2015-08-02,GBP,AUD,2.15026
2015-08-02,GBP,CAD,2.03238
2015-08-02,GBP,EUR,1.42025
2015-08-02,GBP,GBP,1.00000
2015-08-02,GBP,USD,1.55759
2015-08-02,USD,AUD,1.38051
2015-08-02,USD,CAD,1.30482
2015-08-02,USD,EUR,0.91183
2015-08-02,USD,GBP,0.64202
2015-08-02,USD,USD,1.00000
2015-08-03,AUD,AUD,1.00000
2015-08-03,AUD,CAD,0.95574
2015-08-03,AUD,EUR,0.66353
2015-08-03,AUD,GBP,0.46633
2015-08-03,AUD,USD,0.72663
2015-08-03,CAD,AUD,1.04631
2015-08-03,CAD,CAD,1.00000
2015-08-03,CAD,EUR,0.69425
2015-08-03,CAD,GBP,0.48792
2015-08-03,CAD,USD,0.76027
2015-08-03,EUR,AUD,1.5071
2015-08-03,EUR,CAD,1.4404
2015-08-03,EUR,EUR,1.0
2015-08-03,EUR,GBP,0.7028
2015-08-03,EUR,USD,1.0951
2015-08-03,GBP,AUD,2.14442
2015-08-03,GBP,CAD,2.04952
2015-08-03,GBP,EUR,1.42288
2015-08-03,GBP,GBP,1.00000
2015-08-03,GBP,USD,1.55820
2015-08-03,USD,AUD,1.37622
2015-08-03,USD,CAD,1.31531
2015-08-03,USD,EUR,0.91316
2015-08-03,USD,GBP,0.64177
2015-08-03,USD,USD,1.00000
2015-08-04,AUD,AUD,1.00000
2015-08-04,AUD,CAD,0.97148
2015-08-04,AUD,EUR,0.67426
2015-08-04,AUD,GBP,0.47384
2015-08-04,AUD,USD,0.73987
2015-08-04,CAD,AUD,1.02936
2015-08-04,CAD,CAD,1.00000
2015-08-04,CAD,EUR,0.69406
2015-08-04,CAD,GBP,0.48775
2015-08-04,CAD,USD,0.76159
2015-08-04,EUR,AUD,1.4831
2015-08-04,EUR,CAD,1.4408
2015-08-04,EUR,EUR,1.0
2015-08-04,EUR,GBP,0.70275
2015-08-04,EUR,USD,1.0973
2015-08-04,GBP,AUD,2.11042
2015-08-04,GBP,CAD,2.05023
2015-08-04,GBP,EUR,1.42298
2015-08-04,GBP,GBP,1.00000
2015-08-04,GBP,USD,1.56144
2015-08-04,USD,AUD,1.35159
2015-08-04,USD,CAD,1.31304
2015-08-04,USD,EUR,0.91133
2015-08-04,USD,GBP,0.64044
2015-08-04,USD,USD,1.00000
2015-08-05,AUD,AUD,1.00000
2015-08-05,AUD,CAD,0.97147
2015-08-05,AUD,EUR,0.67774
2015-08-05,AUD,GBP,0.47191
2015-08-05,AUD,USD,0.73758
2015-08-05,CAD,AUD,1.02937
