ProductKey,ProductCode,ProductName,Manufacturer,Brand,Color,WeightUnit,Weight,Cost,Price,CategoryKey,CategoryName,SubCategoryKey,SubCategoryName
681,0306040,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,"Proseware, Inc.",Proseware,Grey,pounds,16,55.64,121,3,Computers,306,"Printers, Scanners & Fax"
682,0306041,Proseware All-In-One Photo Printer M200 Grey,"Proseware, Inc.",Proseware,Grey,pounds,8.4,62.54,136,3,Computers,306,"Printers, Scanners & Fax"
683,0306042,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,"Proseware, Inc.",Proseware,Grey,pounds,12.6,59.32,129,3,Computers,306,"Printers, Scanners & Fax"
684,0306043,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,"Proseware, Inc.",Proseware,Grey,pounds,13.03,73.58,160,3,Computers,306,"Printers, Scanners & Fax"
685,0306044,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey","Proseware, Inc.",Proseware,Grey,pounds,16,72.66,158,3,Computers,306,"Printers, Scanners & Fax"
686,0306045,Proseware Duplex Scanner M200 Grey,"Proseware, Inc.",Proseware,Grey,pounds,13,68.52,149,3,Computers,306,"Printers, Scanners & Fax"
687,0306046,Proseware High Speed Laser Fax M2000 Grey,"Proseware, Inc.",Proseware,Grey,pounds,12.3,69.25,209,3,Computers,306,"Printers, Scanners & Fax"
688,0306047,Proseware Laser Fax Printer M250 Grey,"Proseware, Inc.",Proseware,Grey,pounds,28.3,54.26,118,3,Computers,306,"Printers, Scanners & Fax"
689,0306048,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Proseware, Inc.",Proseware,Grey,pounds,29,73.12,159,3,Computers,306,"Printers, Scanners & Fax"
690,0306049,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,"Proseware, Inc.",Proseware,Grey,pounds,29,75.54,228,3,Computers,306,"Printers, Scanners & Fax"
691,0306050,Proseware Slim-Design Fax Machine with Answering System X180 Grey,"Proseware, Inc.",Proseware,Grey,pounds,19.6,78.19,236,3,Computers,306,"Printers, Scanners & Fax"
692,0306051,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.",Proseware,Grey,pounds,3.7,82.17,248,3,Computers,306,"Printers, Scanners & Fax"
693,0306052,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.",Proseware,Grey,pounds,13.4,75.87,229,3,Computers,306,"Printers, Scanners & Fax"
694,0306053,Proseware Photo Ink Jet Printer E290 Grey,"Proseware, Inc.",Proseware,Grey,pounds,7.7,52,102,3,Computers,306,"Printers, Scanners & Fax"
695,0306054,Proseware Office Jet All-in-One Printer M500 Grey,"Proseware, Inc.",Proseware,Grey,pounds,14.8,74.96,163,3,Computers,306,"Printers, Scanners & Fax"
696,0306055,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,"Proseware, Inc.",Proseware,Grey,pounds,11.7,87.37,190,3,Computers,306,"Printers, Scanners & Fax"
697,0306056,Proseware Photo Smart All-in-One Printer M380 Grey,"Proseware, Inc.",Proseware,Grey,pounds,10.1,67.6,147,3,Computers,306,"Printers, Scanners & Fax"
698,0306057,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.",Proseware,Grey,pounds,3.5,86.45,188,3,Computers,306,"Printers, Scanners & Fax"
699,0306058,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,"Proseware, Inc.",Proseware,Grey,pounds,5.3,90.13,196,3,Computers,306,"Printers, Scanners & Fax"
700,0306059,Proseware Photo Ink Jet Printer M100 White,"Proseware, Inc.",Proseware,White,pounds,5.6,73.12,159,3,Computers,306,"Printers, Scanners & Fax"
701,0306060,Proseware Ink Jet All in one M300 White,"Proseware, Inc.",Proseware,White,pounds,12.6,77.72,169,3,Computers,306,"Printers, Scanners & Fax"
702,0306061,Proseware Laser Jet Printer E100 White,"Proseware, Inc.",Proseware,White,pounds,7.7,40.28,79,3,Computers,306,"Printers, Scanners & Fax"
703,0306062,Proseware Laser Jet Color Printer X300 White,"Proseware, Inc.",Proseware,White,pounds,12.8,69.25,209,3,Computers,306,"Printers, Scanners & Fax"
704,0306063,Proseware Laser Jet All in one X300 White,"Proseware, Inc.",Proseware,White,pounds,6.2,72.56,219,3,Computers,306,"Printers, Scanners & Fax"
705,0306064,Proseware Fax Phone E100 White,"Proseware, Inc.",Proseware,White,pounds,10,44.36,87,3,Computers,306,"Printers, Scanners & Fax"
706,0306065,Proseware Fax Machine E100 White,"Proseware, Inc.",Proseware,White,pounds,11.5,40.28,79,3,Computers,306,"Printers, Scanners & Fax"
707,0306066,Proseware Laser Fax Printer E100 White,"Proseware, Inc.",Proseware,White,pounds,7,46.39,91,3,Computers,306,"Printers, Scanners & Fax"
708,0306067,Proseware Ink Jet Fax Machine E100 White,"Proseware, Inc.",Proseware,White,pounds,11.3,39.77,78,3,Computers,306,"Printers, Scanners & Fax"
709,0306068,Proseware Mobile Receipt and Document Scanner M200 White,"Proseware, Inc.",Proseware,White,pounds,7.4,53.34,116,3,Computers,306,"Printers, Scanners & Fax"
710,0306069,Proseware Scan Jet Digital Flat Bed Scanner M300 White,"Proseware, Inc.",Proseware,White,pounds,4,55.64,121,3,Computers,306,"Printers, Scanners & Fax"
711,0306070,Proseware All-In-One Photo Printer M200 White,"Proseware, Inc.",Proseware,White,pounds,14.4,62.54,136,3,Computers,306,"Printers, Scanners & Fax"
712,0306071,Proseware Ink Jet Wireless All-In-One Printer M400 White,"Proseware, Inc.",Proseware,White,pounds,15,59.32,129,3,Computers,306,"Printers, Scanners & Fax"
713,0306072,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,"Proseware, Inc.",Proseware,White,pounds,6.7,73.58,160,3,Computers,306,"Printers, Scanners & Fax"
714,0306073,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White","Proseware, Inc.",Proseware,White,pounds,10,72.66,158,3,Computers,306,"Printers, Scanners & Fax"
715,0306074,Proseware Duplex Scanner M200 White,"Proseware, Inc.",Proseware,White,pounds,14.4,68.52,149,3,Computers,306,"Printers, Scanners & Fax"
716,0306075,Proseware High Speed Laser M2000 White,"Proseware, Inc.",Proseware,White,pounds,25,69.25,209,3,Computers,306,"Printers, Scanners & Fax"
717,0306076,Proseware Laser Fax Printer M250 White,"Proseware, Inc.",Proseware,White,pounds,3.7,54.26,118,3,Computers,306,"Printers, Scanners & Fax"
718,0306077,"Proseware Color Ink jet Fax, Copier, Phone M250 White","Proseware, Inc.",Proseware,White,pounds,8,73.12,159,3,Computers,306,"Printers, Scanners & Fax"
719,0306078,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,"Proseware, Inc.",Proseware,White,pounds,8.7,75.54,228,3,Computers,306,"Printers, Scanners & Fax"
720,0306079,Proseware Slim-Design Fax Machine with Answering System X180 White,"Proseware, Inc.",Proseware,White,pounds,9,78.19,236,3,Computers,306,"Printers, Scanners & Fax"
721,0306080,Proseware High-Performance Business-Class Laser Fax X200 White,"Proseware, Inc.",Proseware,White,pounds,10.6,82.17,248,3,Computers,306,"Printers, Scanners & Fax"
722,0306081,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,"Proseware, Inc.",Proseware,White,pounds,14.2,75.87,229,3,Computers,306,"Printers, Scanners & Fax"
723,0306082,Proseware Photo Ink jet Printer E290 White,"Proseware, Inc.",Proseware,White,pounds,25,52,102,3,Computers,306,"Printers, Scanners & Fax"
724,0306083,Proseware Office Jet All-in-One Printer M500 White,"Proseware, Inc.",Proseware,White,pounds,32,74.96,163,3,Computers,306,"Printers, Scanners & Fax"
725,0306084,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,"Proseware, Inc.",Proseware,White,pounds,27.1,87.37,190,3,Computers,306,"Printers, Scanners & Fax"
726,0306085,Proseware Photo Smart All-in-One Printer M380 White,"Proseware, Inc.",Proseware,White,pounds,13,67.6,147,3,Computers,306,"Printers, Scanners & Fax"
727,0306086,Proseware Wireless Photo All-in-One Printer M390 White,"Proseware, Inc.",Proseware,White,pounds,14.1,86.45,188,3,Computers,306,"Printers, Scanners & Fax"
728,0306087,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,"Proseware, Inc.",Proseware,White,pounds,12.2,90.13,196,3,Computers,306,"Printers, Scanners & Fax"
729,0306088,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,"Proseware, Inc.",Proseware,Green,pounds,17,55.64,121,3,Computers,306,"Printers, Scanners & Fax"
730,0306089,Proseware All-In-One Photo Printer M200 Green,"Proseware, Inc.",Proseware,Green,pounds,14,62.54,136,3,Computers,306,"Printers, Scanners & Fax"
731,0306090,Proseware Ink Jet Wireless All-In-One Printer M400 Green,"Proseware, Inc.",Proseware,Green,pounds,14.4,59.32,129,3,Computers,306,"Printers, Scanners & Fax"
732,0306091,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,"Proseware, Inc.",Proseware,Green,pounds,28,73.58,160,3,Computers,306,"Printers, Scanners & Fax"
733,0306092,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","Proseware, Inc.",Proseware,Green,pounds,18.4,72.66,158,3,Computers,306,"Printers, Scanners & Fax"
734,0306093,Proseware Duplex Scanner M200 Green,"Proseware, Inc.",Proseware,Green,pounds,10,68.52,149,3,Computers,306,"Printers, Scanners & Fax"
735,0306094,Proseware High Speed Laser M2000 Green,"Proseware, Inc.",Proseware,Green,pounds,22,69.25,209,3,Computers,306,"Printers, Scanners & Fax"
736,0306095,Proseware Laser Fax Printer M250 Green,"Proseware, Inc.",Proseware,Green,pounds,12.4,54.26,118,3,Computers,306,"Printers, Scanners & Fax"
737,0306096,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","Proseware, Inc.",Proseware,Green,pounds,45,73.12,159,3,Computers,306,"Printers, Scanners & Fax"
738,0306097,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,"Proseware, Inc.",Proseware,Green,pounds,28,75.54,228,3,Computers,306,"Printers, Scanners & Fax"
739,0306098,Proseware Slim-Design Fax Machine with Answering System X180 Green,"Proseware, Inc.",Proseware,Green,pounds,20.5,78.19,236,3,Computers,306,"Printers, Scanners & Fax"
740,0306099,Proseware High-Performance Business-Class Laser Fax X200 Green,"Proseware, Inc.",Proseware,Green,pounds,21.5,82.17,248,3,Computers,306,"Printers, Scanners & Fax"
741,0306100,Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,"Proseware, Inc.",Proseware,Green,pounds,35,75.87,229,3,Computers,306,"Printers, Scanners & Fax"
742,0306101,Proseware Photo Inkjet Printer E290 Green,"Proseware, Inc.",Proseware,Green,pounds,18,52,102,3,Computers,306,"Printers, Scanners & Fax"
743,0308001,Contoso Rechargeable Battery E100 Black,"Contoso, Ltd",Contoso,Black,pounds,12.8,6.6,12.95,3,Computers,308,Computers Accessories
744,0308002,Contoso Dual USB Power Adapter - power adapter E300 Black,"Contoso, Ltd",Contoso,Black,pounds,8.2,20.34,39.9,3,Computers,308,Computers Accessories
745,0308003,Contoso Car power adapter M90 Black,"Contoso, Ltd",Contoso,Black,pounds,23.5,9.17,19.95,3,Computers,308,Computers Accessories
746,0308004,Contoso Notebook Peripheral Kit M69 Black,"Contoso, Ltd",Contoso,Black,pounds,16.5,7.59,16.5,3,Computers,308,Computers Accessories
747,0308005,Contoso Mouse Lock Bundle E200 Black,"Contoso, Ltd",Contoso,Black,pounds,17.3,6.6,12.95,3,Computers,308,Computers Accessories
748,0308006,Contoso Education Supplies Bundle E200 Black,"Contoso, Ltd",Contoso,Black,pounds,16,6.88,13.5,3,Computers,308,Computers Accessories
749,0308007,Contoso Laptop Starter Bundle M200 Black,"Contoso, Ltd",Contoso,Black,pounds,17,7.59,16.5,3,Computers,308,Computers Accessories
750,0308008,Contoso Education Essentials Bundle M300 Black,"Contoso, Ltd",Contoso,Black,pounds,20.8,4.37,9.5,3,Computers,308,Computers Accessories
751,0308009,Contoso Desktop Alternative Bundle E200 Black,"Contoso, Ltd",Contoso,Black,pounds,22.2,5.86,11.5,3,Computers,308,Computers Accessories
752,0308010,Contoso Power Inverter - DC to AC power inverter E900 Black,"Contoso, Ltd",Contoso,Black,pounds,12,4.84,9.5,3,Computers,308,Computers Accessories
753,0308011,Contoso Smart Battery M901 Black,"Contoso, Ltd",Contoso,Black,pounds,12.5,5.29,11.5,3,Computers,308,Computers Accessories
754,0308012,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,"Contoso, Ltd",Contoso,Black,pounds,29,15.24,29.9,3,Computers,308,Computers Accessories
755,0308013,Contoso Home/Office Laptop Power Adapter E300 Black,"Contoso, Ltd",Contoso,Black,pounds,24.6,13,25.5,3,Computers,308,Computers Accessories
756,0308014,Contoso USB 2.0 Dock Station docking station M800 Black,"Contoso, Ltd",Contoso,Black,pounds,25,13.75,29.9,3,Computers,308,Computers Accessories
757,0308015,Contoso Enhanced Capacity Battery M800 Black,"Contoso, Ltd",Contoso,Black,pounds,16.8,12.83,27.9,3,Computers,308,Computers Accessories
758,0308016,Contoso Connectivity Starter Kit Smart Buy M680 Black,"Contoso, Ltd",Contoso,Black,pounds,15,12.83,27.9,3,Computers,308,Computers Accessories
759,0308017,Contoso 90W AC/DC Power Adapter E300 Black,"Contoso, Ltd",Contoso,Black,pounds,19,6.07,11.9,3,Computers,308,Computers Accessories
760,0308018,Contoso Reserve Pen - Tablet Pen E200 Black,"Contoso, Ltd",Contoso,Black,pounds,7,7.09,13.9,3,Computers,308,Computers Accessories
761,0308019,Contoso USB Data Link-direct connect adapter E600 Black,"Contoso, Ltd",Contoso,Black,pounds,23,8.62,16.9,3,Computers,308,Computers Accessories
762,0308020,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,"Contoso, Ltd",Contoso,Black,pounds,16.8,11.23,33.9,3,Computers,308,Computers Accessories
763,0308021,Contoso Digital camera accessory kit M200 Black,"Contoso, Ltd",Contoso,Black,pounds,8.4,10.99,23.9,3,Computers,308,Computers Accessories
764,0308022,Contoso Leather Case - case for digital photo camera X20 Black,"Contoso, Ltd",Contoso,Black,pounds,12,13.22,39.9,3,Computers,308,Computers Accessories
765,0308023,Contoso Lens cap E80 Black,"Contoso, Ltd",Contoso,Black,pounds,24,15.27,29.95,3,Computers,308,Computers Accessories
766,0308024,Contoso Battery charger - bike E200 Black,"Contoso, Ltd",Contoso,Black,pounds,12.6,10.15,19.9,3,Computers,308,Computers Accessories
767,0308025,Contoso USB Optical Mouse E200 Black,"Contoso, Ltd",Contoso,Black,pounds,13.03,7.9,15.5,3,Computers,308,Computers Accessories
768,0308026,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,"Contoso, Ltd",Contoso,Black,pounds,15.6,9.13,17.9,3,Computers,308,Computers Accessories
769,0308027,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,"Contoso, Ltd",Contoso,Black,pounds,12,11.68,22.9,3,Computers,308,Computers Accessories
770,0308028,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,"Contoso, Ltd",Contoso,Black,pounds,12.3,26.97,52.9,3,Computers,308,Computers Accessories
771,0308029,Contoso USB Wave Multi-media Keyboard E280 Black,"Contoso, Ltd",Contoso,Black,pounds,28,8.11,15.9,3,Computers,308,Computers Accessories
772,0308030,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,"Contoso, Ltd",Contoso,Black,pounds,23.6,6.07,11.9,3,Computers,308,Computers Accessories
773,0308031,Contoso USB Wave Multi-media Keyboard E280 Blue,"Contoso, Ltd",Contoso,Blue,pounds,23,8.11,15.9,3,Computers,308,Computers Accessories
774,0308032,Contoso USB Optical Mouse E200 Blue,"Contoso, Ltd",Contoso,Blue,pounds,17.5,7.9,15.5,3,Computers,308,Computers Accessories
775,0308033,Contoso Smart Battery M901 Blue,"Contoso, Ltd",Contoso,Blue,pounds,16,5.29,11.5,3,Computers,308,Computers Accessories
776,0308034,Contoso Digital Camera Accessory kit M200 Blue,"Contoso, Ltd",Contoso,Blue,pounds,17,10.99,23.9,3,Computers,308,Computers Accessories
777,0308035,Contoso Reserve Pen -Tablet Pen E200 Blue,"Contoso, Ltd",Contoso,Blue,pounds,21,7.09,13.9,3,Computers,308,Computers Accessories
778,0308036,Contoso Rechargeable Battery E100 White,"Contoso, Ltd",Contoso,White,pounds,22.7,6.6,12.95,3,Computers,308,Computers Accessories
779,0308037,Contoso Dual USB Power Adapter - power adapter E300 White,"Contoso, Ltd",Contoso,White,pounds,19.7,20.34,39.9,3,Computers,308,Computers Accessories
780,0308038,Contoso Car power adapter M90 White,"Contoso, Ltd",Contoso,White,pounds,7.7,9.17,19.95,3,Computers,308,Computers Accessories
781,0308039,Contoso Notebook Peripheral Kit M69 White,"Contoso, Ltd",Contoso,White,pounds,20.5,7.59,16.5,3,Computers,308,Computers Accessories
782,0308040,Contoso Mouse Lock Bundle E200 White,"Contoso, Ltd",Contoso,White,pounds,16,6.6,12.95,3,Computers,308,Computers Accessories
783,0308041,Contoso Education Supplies Bundle E200 White,"Contoso, Ltd",Contoso,White,pounds,8.4,6.88,13.5,3,Computers,308,Computers Accessories
784,0308042,Contoso Laptop Starter Bundle M200 White,"Contoso, Ltd",Contoso,White,pounds,12.6,7.59,16.5,3,Computers,308,Computers Accessories
785,0308043,Contoso Education Essentials Bundle M300 White,"Contoso, Ltd",Contoso,White,pounds,13.03,4.37,9.5,3,Computers,308,Computers Accessories
786,0308044,Contoso Desktop Alternative Bundle E200 White,"Contoso, Ltd",Contoso,White,pounds,16,5.86,11.5,3,Computers,308,Computers Accessories
787,0308045,Contoso Power Inverter - DC to AC power inverter E900 White,"Contoso, Ltd",Contoso,White,pounds,13,4.84,9.5,3,Computers,308,Computers Accessories
788,0308046,Contoso Smart Battery M901 White,"Contoso, Ltd",Contoso,White,pounds,12.3,5.29,11.5,3,Computers,308,Computers Accessories
789,0308047,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,"Contoso, Ltd",Contoso,White,pounds,28.3,15.24,29.9,3,Computers,308,Computers Accessories
790,0308048,Contoso Home/Office Laptop Power Adapter E300 White,"Contoso, Ltd",Contoso,White,pounds,29,13,25.5,3,Computers,308,Computers Accessories
791,0308049,Contoso USB 2.0 Dock Station docking station M800 White,"Contoso, Ltd",Contoso,White,pounds,29,13.75,29.9,3,Computers,308,Computers Accessories
792,0308050,Contoso Enhanced Capacity Battery M800 White,"Contoso, Ltd",Contoso,White,pounds,19.6,12.83,27.9,3,Computers,308,Computers Accessories
793,0308051,Contoso Connectivity Starter Kit Smart Buy M680 White,"Contoso, Ltd",Contoso,White,pounds,3.7,12.83,27.9,3,Computers,308,Computers Accessories
794,0308052,Contoso 90W AC/DC Power Adapter E300 White,"Contoso, Ltd",Contoso,White,pounds,13.4,6.07,11.9,3,Computers,308,Computers Accessories
795,0308053,Contoso Reserve Pen - Tablet Pen E200 White,"Contoso, Ltd",Contoso,White,pounds,7.7,7.09,13.9,3,Computers,308,Computers Accessories
796,0308054,Contoso USB Data Link - direct connect adapter E600 White,"Contoso, Ltd",Contoso,White,pounds,14.8,8.62,16.9,3,Computers,308,Computers Accessories
797,0308055,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,"Contoso, Ltd",Contoso,White,pounds,11.7,11.23,33.9,3,Computers,308,Computers Accessories
798,0308056,Contoso Digital camera accessory kit M200 White,"Contoso, Ltd",Contoso,White,pounds,10.1,10.99,23.9,3,Computers,308,Computers Accessories
799,0308057,Contoso Leather Case - case for digital photo camera X20 White,"Contoso, Ltd",Contoso,White,pounds,3.5,13.22,39.9,3,Computers,308,Computers Accessories
800,0308058,Contoso Lens cap E80 White,"Contoso, Ltd",Contoso,White,pounds,5.3,15.27,29.95,3,Computers,308,Computers Accessories
801,0308059,Contoso Battery charger - bike E200 White,"Contoso, Ltd",Contoso,White,pounds,5.6,10.15,19.9,3,Computers,308,Computers Accessories
802,0308060,Contoso USB Optical Mouse E200 White,"Contoso, Ltd",Contoso,White,pounds,12.6,7.9,15.5,3,Computers,308,Computers Accessories
803,0308061,Contoso ADSL Modem Splitter/Filter X 1 E100 White,"Contoso, Ltd",Contoso,White,pounds,7.7,9.13,17.9,3,Computers,308,Computers Accessories
804,0308062,Contoso ADSL Modem Splitter/Filter X 2 E200 White,"Contoso, Ltd",Contoso,White,pounds,12.8,11.68,22.9,3,Computers,308,Computers Accessories
805,0308063,Contoso ADSL Modem Splitter/Filter X 3 E300 White,"Contoso, Ltd",Contoso,White,pounds,6.2,26.97,52.9,3,Computers,308,Computers Accessories
806,0308064,Contoso USB Wave Multi-media Keyboard E280 White,"Contoso, Ltd",Contoso,White,pounds,10,8.11,15.9,3,Computers,308,Computers Accessories
807,0308065,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,"Contoso, Ltd",Contoso,White,pounds,11.5,6.07,11.9,3,Computers,308,Computers Accessories
808,0308066,Contoso Rechargeable Battery E100 Grey,"Contoso, Ltd",Contoso,Grey,pounds,7,6.6,12.95,3,Computers,308,Computers Accessories
809,0308067,Contoso Dual USB Power Adapter - power adapter E300 Grey,"Contoso, Ltd",Contoso,Grey,pounds,11.3,20.34,39.9,3,Computers,308,Computers Accessories
810,0308068,Contoso Car power adapter M90 Grey,"Contoso, Ltd",Contoso,Grey,pounds,7.4,9.17,19.95,3,Computers,308,Computers Accessories
811,0308069,Contoso Notebook Peripheral Kit M69 Grey,"Contoso, Ltd",Contoso,Grey,pounds,4,7.59,16.5,3,Computers,308,Computers Accessories
812,0308070,Contoso Mouse Lock Bundle E200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,14.4,6.6,12.95,3,Computers,308,Computers Accessories
813,0308071,Contoso Education Supplies Bundle E200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,15,6.88,13.5,3,Computers,308,Computers Accessories
814,0308072,Contoso Laptop Starter Bundle M200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,6.7,7.59,16.5,3,Computers,308,Computers Accessories
815,0308073,Contoso Education Essentials Bundle M300 Grey,"Contoso, Ltd",Contoso,Grey,pounds,10,4.37,9.5,3,Computers,308,Computers Accessories
816,0308074,Contoso Desktop Alternative Bundle E200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,14.4,5.86,11.5,3,Computers,308,Computers Accessories
817,0308075,Contoso Power Inverter - DC to AC power inverter E900 Grey,"Contoso, Ltd",Contoso,Grey,pounds,25,4.84,9.5,3,Computers,308,Computers Accessories
818,0308076,Contoso Smart Battery M901 Grey,"Contoso, Ltd",Contoso,Grey,pounds,3.7,5.29,11.5,3,Computers,308,Computers Accessories
819,0308077,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,"Contoso, Ltd",Contoso,Grey,pounds,8,15.24,29.9,3,Computers,308,Computers Accessories
820,0308078,Contoso Home/Office Laptop Power Adapter E300 Grey,"Contoso, Ltd",Contoso,Grey,pounds,8.7,13,25.5,3,Computers,308,Computers Accessories
821,0308079,Contoso USB 2.0 Dock Station docking station M800 Grey,"Contoso, Ltd",Contoso,Grey,pounds,9,13.75,29.9,3,Computers,308,Computers Accessories
822,0308080,Contoso Enhanced Capacity Battery M800 Grey,"Contoso, Ltd",Contoso,Grey,pounds,10.6,12.83,27.9,3,Computers,308,Computers Accessories
823,0308081,Contoso Connectivity Starter Kit Smart Buy M680 Grey,"Contoso, Ltd",Contoso,Grey,pounds,14.2,12.83,27.9,3,Computers,308,Computers Accessories
824,0308082,Contoso 90W AC/DC Power Adapter E300 Grey,"Contoso, Ltd",Contoso,Grey,pounds,25,6.07,11.9,3,Computers,308,Computers Accessories
825,0308083,Contoso Reserve Pen - Tablet Pen E200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,32,7.09,13.9,3,Computers,308,Computers Accessories
826,0308084,Contoso USB Data Link - direct connect adapter E600 Grey,"Contoso, Ltd",Contoso,Grey,pounds,27.1,8.62,16.9,3,Computers,308,Computers Accessories
827,0308085,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,"Contoso, Ltd",Contoso,Grey,pounds,13,11.23,33.9,3,Computers,308,Computers Accessories
828,0308086,Contoso Digital camera accessory kit M200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,14.1,10.99,23.9,3,Computers,308,Computers Accessories
829,0308087,Contoso Leather Case - case for digital photo camera X20 Grey,"Contoso, Ltd",Contoso,Grey,pounds,12.2,13.22,39.9,3,Computers,308,Computers Accessories
830,0308088,Contoso Lens cap E80 Grey,"Contoso, Ltd",Contoso,Grey,pounds,17,15.27,29.95,3,Computers,308,Computers Accessories
831,0308089,Contoso Battery charger - bike E200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,14,10.15,19.9,3,Computers,308,Computers Accessories
832,0308090,Contoso USB Optical Mouse E200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,14.4,7.9,15.5,3,Computers,308,Computers Accessories
833,0308091,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,"Contoso, Ltd",Contoso,Grey,pounds,28,9.13,17.9,3,Computers,308,Computers Accessories
834,0308092,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,"Contoso, Ltd",Contoso,Grey,pounds,18.4,11.68,22.9,3,Computers,308,Computers Accessories
835,0308093,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,"Contoso, Ltd",Contoso,Grey,pounds,10,26.97,52.9,3,Computers,308,Computers Accessories
836,0308094,Contoso USB Wave Multi-Media Keyboard E280 Grey,"Contoso, Ltd",Contoso,Grey,pounds,22,8.11,15.9,3,Computers,308,Computers Accessories
837,0308095,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,"Contoso, Ltd",Contoso,Grey,pounds,12.4,6.07,11.9,3,Computers,308,Computers Accessories
838,0308096,Contoso USB Optical Mouse E200 Gold,"Contoso, Ltd",Contoso,Gold,pounds,45,7.9,15.5,3,Computers,308,Computers Accessories
839,0308097,Contoso USB Wave Multi-Media Keyboard M901 Gold,"Contoso, Ltd",Contoso,Gold,pounds,28,11.91,25.9,3,Computers,308,Computers Accessories
840,0308098,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,"Contoso, Ltd",Contoso,Gold,pounds,20.5,18.35,39.9,3,Computers,308,Computers Accessories
841,0308099,Contoso Reserve Pen - Tablet Pen E200 Gold,"Contoso, Ltd",Contoso,Gold,pounds,21.5,7.09,13.9,3,Computers,308,Computers Accessories
842,0308100,Contoso Bright Light battery E20 Black,"Contoso, Ltd",Contoso,Black,,,13.71,26.9,3,Computers,308,Computers Accessories
843,0308101,Contoso Bright Light battery E20 blue,"Contoso, Ltd",Contoso,blue,,,13.71,26.9,3,Computers,308,Computers Accessories
844,0308102,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Contoso,Pink,,,13.71,26.9,3,Computers,308,Computers Accessories
845,0308103,Contoso Bright Light battery E20 White,"Contoso, Ltd",Contoso,White,,,13.71,26.9,3,Computers,308,Computers Accessories
846,0308104,Contoso Ultraportable Neoprene Sleeve E30 Black,"Contoso, Ltd",Contoso,Black,,,7.95,15.6,3,Computers,308,Computers Accessories
847,0308105,Contoso Ultraportable Neoprene Sleeve E30 Pink,"Contoso, Ltd",Contoso,Pink,,,7.95,15.6,3,Computers,308,Computers Accessories
848,0308106,Contoso Ultraportable Neoprene Sleeve E30 Yellow,"Contoso, Ltd",Contoso,Yellow,,,7.95,15.6,3,Computers,308,Computers Accessories
849,0308107,Contoso Ultraportable Neoprene Sleeve E30 Green,"Contoso, Ltd",Contoso,Green,,,7.95,15.6,3,Computers,308,Computers Accessories
