OrderKey,LineNumber,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost
261302,0,1480,3,180.6,180.6,92.078
261302,1,1894,4,1636.2,1439.856,752.427
261302,2,1745,9,98.1,98.1,32.499
261303,0,1751,2,98.1,88.29,32.499
261303,1,982,3,205.59,185.031,94.545
261304,0,2226,3,107.991,96.11199,55.053
261304,1,910,4,153,136.17,78
261305,0,891,1,89.985,80.08665,45.87
261400,0,1408,2,740.6,673.946,245.378
261401,0,665,4,153,153,78
261401,1,147,1,2754.9905,2424.39164,912.779
261401,2,611,3,3442.5,3029.4,1140.57
261402,0,2430,5,29.601,29.30499,15.093
261403,0,1388,7,46.186,46.186,21.238
261403,1,1693,3,6.192,5.69664,2.844
261404,0,425,7,553.5,476.01,282.195
261405,0,159,2,1044.9905,961.39126,480.5575
261406,0,1446,1,404.6,404.6,186.06
261406,1,1491,2,320.6,285.334,147.434
261406,2,1551,5,418.6,380.926,192.5
261406,3,1397,1,37.786,33.62954,17.374
261406,4,1637,2,23.387,21.0483,10.751
261406,5,1538,7,392,392,180.264
261407,0,621,6,208.5,187.65,106.305
261407,1,2495,3,13.986,13.986,7.126
261407,2,1221,4,530.2,455.972,270.314
261408,0,483,1,148.5,148.5,75.705
261408,1,354,6,574.425,528.471,292.86
261409,0,2211,2,91.791,79.85817,46.8
261410,0,1573,4,76.687,76.687,35.269
261410,1,1941,5,443.7,399.33,204.039
261410,2,1710,3,63.117,56.17413,29.025
261600,0,1813,1,28.8,28.8,14.679
261600,1,421,4,703.5,703.5,323.52
261600,2,1650,1,376.987,376.987,124.904
261600,3,24,2,179.91,165.5172,82.737
261601,0,408,2,1137,1046.04,522.87
261601,1,636,5,1498.5,1363.635,689.1
261601,2,1627,1,23.387,23.387,10.751
261601,3,1683,4,4.491,3.99699,2.286
261602,0,459,7,404.85,368.4135,206.4
261602,1,176,2,120.555,116.93835,55.442
261700,0,1666,3,15.201,13.22487,5.04
261700,1,296,4,246.05,246.05,125.4475
261701,0,428,1,1453.5,1279.08,481.575
261701,1,1647,1,233.987,233.987,107.601
261702,0,1204,1,1760,1548.8,583.121
261703,0,1625,1,284.7,250.536,94.328
261703,1,359,3,552,552,281.43
261800,0,1506,5,403.2,403.2,185.416
261800,1,1629,1,12.987,12.987,6.617
261801,0,1343,1,43.4,43.4,14.378
261802,0,1629,5,12.987,12.987,6.617
261802,1,1647,5,233.987,208.24843,107.601
261803,0,2251,2,91.791,91.791,46.8
261804,0,2507,2,6.636,5.90604,3.388
261804,1,460,2,449.85,449.85,229.35
261804,2,1638,3,18.057,18.057,8.307
261900,0,1809,1,28.8,27.072,14.679
261901,0,1498,6,420,382.2,193.144
261902,0,1651,2,207.987,195.50778,95.641
261903,0,1463,4,410.2,410.2,188.636
261904,0,158,4,1044.9905,1044.9905,480.5575
261904,1,1401,1,56.266,50.07674,25.872
261904,2,1777,8,38.7,38.313,19.728
261904,3,1635,4,29.757,26.48373,9.854
261904,4,511,4,148.5,148.5,75.705
262000,0,1689,2,4.482,3.98898,2.286
262000,1,2500,1,33.208,29.55512,16.926
262000,2,1665,6,4.491,4.491,2.286
262000,3,1304,3,74.8,74.8,34.397
262000,4,739,3,354,307.98,117.285
262000,5,1577,1,284.7,250.536,94.328
262000,6,50,2,179.955,156.56085,82.755
262001,0,537,1,193.5,193.5,98.655
262002,0,866,3,104.985,104.985,48.285
262002,1,2091,1,789.75,687.0825,363.177
262100,0,1688,3,7.992,7.992,3.672
262101,0,1442,2,740.6,644.322,245.378
262102,0,1418,1,410.2,410.2,188.636
262102,1,1581,6,284.7,284.7,94.328
262102,2,451,1,838.5,754.65,385.59
262102,3,1329,3,23.786,20.93168,10.934
262103,0,471,3,148.5,138.105,75.705
262103,1,445,2,838.5,838.5,385.59
262104,0,1660,5,376.987,324.20882,124.904
262104,1,1698,3,6.291,5.59899,3.204
262104,2,418,2,404.925,404.925,206.445
262105,0,643,4,253.5,253.5,116.58
262105,1,1417,1,375.2,375.2,172.536
262105,2,427,5,703.5,703.5,323.52
262105,3,1438,6,406,389.76,186.704
262105,4,396,1,1948.5,1948.5,645.57
262105,5,1595,2,29.757,25.59102,9.854
262105,6,91,3,134.991,134.991,44.721
262300,0,1676,1,8.091,7.36281,3.717
262301,0,1390,6,54.586,54.586,25.102
262301,1,1709,2,63.117,55.54296,29.025
262400,0,1453,2,361.2,310.632,166.11
262400,1,351,5,504,463.68,256.95
262400,2,138,5,474.9905,417.99164,218.4335
262401,0,1421,1,406,357.28,186.704
262401,1,1026,1,217.8,217.8,100.155
262401,2,2096,4,789.75,710.775,363.177
262402,0,178,3,62.7,56.43,31.9675
262402,1,352,2,480,480,244.725
262402,2,2093,1,457.2,402.336,233.091
262402,3,460,10,449.85,449.85,229.35
262402,4,1406,2,19.866,19.866,10.122
262402,5,122,1,265.9905,265.9905,122.322
262500,0,1617,1,75.387,73.87926,34.671
262500,1,103,2,103.5,91.08,47.592
262501,0,1892,4,2386.8,2052.648,790.794
262502,0,1448,3,358.4,311.808,164.822
262502,1,1040,2,217.8,196.02,100.155
262503,0,1639,4,12.987,12.987,6.617
262503,1,1446,2,404.6,372.232,186.06
262503,2,2501,3,33.208,33.208,16.926
262503,3,436,1,553.5,498.15,282.195
262504,0,1138,1,431.09,431.09,198.242
262600,0,1423,8,264.6,264.6,121.674
262600,1,1604,7,337.987,331.22726,111.982
262600,2,1421,3,406,361.34,186.704
262600,3,1656,1,207.987,185.10843,95.641
262600,4,544,1,748.5,666.165,381.6
262601,0,1492,4,334.6,321.216,153.874
262601,1,1658,3,142.987,125.82856,72.904
262601,2,1939,2,2879.991,2851.19109,954.198
262601,3,560,6,285,259.35,131.055
262601,4,604,7,748.5,748.5,381.6
262601,5,57,3,140.4,140.4,71.577
262602,0,1586,2,16.458,14.8122,7.566
262602,1,226,1,284.05,252.8045,144.818
262603,0,428,4,1453.5,1453.5,481.575
262604,0,1533,1,418.6,418.6,192.5
262604,1,144,1,284.9905,284.9905,145.293
262604,2,1651,2,207.987,183.02856,95.641
262700,0,1803,10,28.8,25.632,14.679
262700,1,1324,10,54.586,54.586,25.102
262700,2,100,2,108,95.04,49.662
262700,3,1370,6,66.416,66.416,30.548
262701,0,430,4,404.925,360.38325,206.445
262701,1,1657,5,233.987,205.90856,107.601
262702,0,1612,6,233.987,215.26804,107.601
262800,0,300,4,208.05,193.4865,106.0675
262800,1,1627,4,23.387,21.0483,10.751
262801,0,449,9,523.5,460.68,240.735
262802,0,1335,1,56.266,56.266,25.872
262802,1,173,1,85.405,85.405,43.5385
262803,0,419,3,553.5,553.5,282.195
262804,0,2495,4,13.986,13.986,7.126
262804,1,2494,4,4.116,4.116,2.1
262804,2,1385,5,32.186,28.64554,14.798
262805,0,1485,5,322,296.24,148.078
262805,1,1581,1,284.7,284.7,94.328
262805,2,1592,1,23.387,20.34669,10.751
262806,0,1600,3,75.244,67.7196,34.606
262806,1,422,1,1453.5,1453.5,481.575
262806,2,347,8,879,879,404.22
262806,3,2389,1,98.991,89.0919,50.472
262806,4,2184,1,400.5,400.5,184.176
262806,5,1646,1,207.987,183.02856,95.641
262806,6,1580,4,284.7,284.7,94.328
263000,0,161,1,1512.59,1512.59,501.1535
263001,0,1681,1,6.201,6.201,2.853
263001,1,173,2,85.405,76.8645,43.5385
263001,2,1795,1,38.7,38.7,19.728
263001,3,1521,1,434,399.28,199.584
263100,0,317,1,303.05,263.6535,154.508
263101,0,709,5,174,151.38,80.01
263102,0,1477,1,373.8,373.8,171.892
263102,1,2351,1,359.991,359.991,165.546
263200,0,1208,1,979,881.1,450.208
263200,1,1609,1,337.987,337.987,111.982
263201,0,172,5,160.55,160.55,53.1905
263201,1,88,1,134.991,124.19172,44.721
263202,0,1668,3,6.291,5.53608,3.204
263202,1,2505,3,13.986,12.30768,7.126
263202,2,1622,2,284.7,284.7,94.328
263203,0,1580,3,284.7,284.7,94.328
263203,1,1601,3,207.987,205.90713,95.641
263300,0,54,7,266.4,266.4,88.263
263300,1,626,4,343.5,343.5,175.125
263301,0,444,1,1378.5,1282.005,456.72
263302,0,147,1,2754.9905,2589.69107,912.779
263302,1,2170,1,1485,1485,492.012
263302,2,2496,3,13.986,12.30768,7.126
263303,0,433,2,1453.5,1264.545,481.575
263303,1,719,2,342,342,113.31
263400,0,1417,1,375.2,341.432,172.536
263400,1,2499,1,33.208,33.208,16.926
263400,2,2011,3,89.991,89.991,45.882
263400,3,651,7,174,154.86,80.01
263400,4,1571,2,74.087,64.45569,34.073
263401,0,1652,5,233.987,212.92817,107.601
263401,1,1151,1,451,451,229.933
263401,2,1384,2,23.786,20.45596,12.124
263401,3,151,1,1125.7215,990.63492,372.97
263500,0,1797,7,38.7,33.282,19.728
263500,1,447,10,344.85,306.9165,175.815
263501,0,1298,4,27.5,27.5,12.65
263502,0,119,1,113.9905,103.731355,58.1115
263502,1,447,1,344.85,331.056,175.815
263502,2,1681,10,6.201,6.201,2.853
263503,0,913,2,143.85,143.85,66.15
263503,1,1273,2,7.645,6.8805,3.894
263503,2,1578,1,284.7,261.924,94.328
263503,3,126,1,136.23,133.5054,69.4545
263700,0,1683,2,4.491,4.13172,2.286
263700,1,1053,1,646.8,595.056,214.302
263800,0,2019,4,599.346,527.42448,198.576
263800,1,2513,1,181.986,158.32782,60.298
263800,2,1552,4,557.2,557.2,184.618
263800,3,1061,3,646.8,640.332,214.302
263900,0,1671,6,4.491,4.491,2.286
263901,0,458,4,344.85,296.571,175.815
263901,1,2015,1,161.991,142.55208,74.493
264000,0,1551,1,418.6,418.6,192.5
264000,1,1338,4,46.186,46.186,21.238
264001,0,1661,1,4.95,4.3065,2.52
264100,0,1705,2,6.192,5.5728,2.844
264200,0,372,1,1137,1000.56,522.87
264200,1,1627,2,23.387,23.387,10.751
264200,2,1616,2,74.087,74.087,34.073
264201,0,1637,7,23.387,23.387,10.751
264201,1,2420,2,23.391,21.75363,11.925
264201,2,1550,1,392,392,180.264
264201,3,307,1,350.55,315.495,161.2055
264201,4,1643,4,75.244,69.97692,34.606
266100,0,1601,1,207.987,207.987,95.641
266300,0,2110,3,1327.5,1181.475,439.83
266301,0,58,4,140.4,123.552,71.577
266301,1,1098,4,377.3,324.478,173.503
266301,2,1645,6,75.244,75.244,34.606
266600,0,1016,1,162.8,148.148,74.866
266600,1,431,4,553.5,553.5,282.195
266600,2,244,2,407.55,374.946,187.416
266600,3,1632,2,23.387,21.74991,10.751
266600,4,908,4,153,134.64,78
266600,5,1657,3,233.987,233.987,107.601
266600,6,578,5,1498.5,1498.5,689.1
266700,0,1621,2,16.887,14.69169,8.606
266700,1,651,9,174,174,80.01
266700,2,2493,3,34.986,31.4874,17.836
266700,3,1473,2,376.6,376.6,173.18
266701,0,832,8,23.25,21.39,11.85
266701,1,419,3,553.5,553.5,282.195
266800,0,155,3,446.4715,410.75378,205.314
266800,1,1687,5,6.192,5.44896,2.844
266800,2,1416,8,431.2,431.2,198.296
266801,0,58,4,140.4,123.552,71.577
266801,1,128,2,136.23,123.9693,69.4545
266900,0,183,7,103.55,96.3015,47.6235
267000,0,149,3,1125.7215,1125.7215,372.97
267001,0,2005,6,89.991,89.991,45.882
267002,0,1582,7,23.387,23.387,10.751
267002,1,2445,7,4.491,4.44609,2.286
267003,0,1657,2,233.987,233.987,107.601
267003,1,424,3,404.925,352.28475,206.445
267003,2,660,3,238.5,207.495,109.68
267003,3,732,4,240,240,110.37
267200,0,135,1,332.4525,292.5582,152.8835
267300,0,2507,2,6.636,5.70696,3.388
267300,1,607,3,376.5,376.5,124.74
267301,0,1444,2,322,293.02,148.078
267301,1,1600,1,75.244,73.73912,34.606
267400,0,1626,2,284.7,284.7,94.328
267401,0,1505,7,322,322,148.078
267402,0,2488,4,20.986,18.8874,10.696
267402,1,448,4,404.85,404.85,206.4
267403,0,1495,1,322,289.8,148.078
267403,1,1416,1,431.2,405.328,198.296
267403,2,2500,2,33.208,28.89096,16.926
267500,0,1616,2,74.087,74.087,34.073
267500,1,1379,9,32.2,29.946,14.812
267501,0,1416,1,431.2,379.456,198.296
267501,1,421,2,703.5,626.115,323.52
267501,2,47,2,134.955,117.41085,68.805
267502,0,1018,2,206.8,206.8,95.095
267503,0,1441,1,280,243.6,128.758
267503,1,594,2,448.5,448.5,206.25
267503,2,1407,2,22.4,19.488,11.424
267504,0,436,2,553.5,492.615,282.195
267504,1,1654,1,337.987,337.987,111.982
267504,2,1618,4,76.687,67.48456,35.269
267504,3,2517,3,4.69,4.1741,2.394
267600,0,109,1,119.691,102.93426,55.044
267600,1,1625,7,284.7,279.006,94.328
267600,2,627,6,748.5,748.5,381.6
267600,3,297,1,255.55,227.4395,130.283
267601,0,1989,3,599.346,527.42448,198.576
267602,0,1574,8,77.987,69.40843,35.867
267602,1,1310,1,30.8,26.796,15.708
267602,2,1451,1,375.2,333.928,172.536
267602,3,392,6,574.425,574.425,292.86
267700,0,718,1,238.5,238.5,109.68
267700,1,2018,1,85.491,85.491,43.587
267700,2,2417,2,66.591,66.591,30.627
267700,3,109,2,119.691,119.691,55.044
267700,4,1491,5,320.6,285.334,147.434
267700,5,1799,1,23.4,20.358,11.934
267700,6,2500,2,33.208,33.208,16.926
267701,0,1625,2,284.7,284.7,94.328
267702,0,489,2,1228.5,1105.65,407.025
267702,1,1641,2,16.458,16.458,7.566
267703,0,2319,5,305.1,271.539,140.301
267704,0,115,6,224.991,200.24199,74.547
267704,1,1972,2,269.991,259.19136,137.646
267704,2,1357,2,54.586,54.586,25.102
267705,0,2493,2,34.986,34.63614,17.836
267706,0,1502,2,334.6,334.6,153.874
267900,0,1659,2,337.987,337.987,111.982
267901,0,667,3,285,253.65,131.055
267902,0,1440,2,264.6,264.6,121.674
268000,0,346,1,988.5,899.535,454.575
268000,1,385,7,489,489,249.3
268001,0,1670,1,8.091,6.95826,3.717
268001,1,1701,5,4.482,4.12344,2.286
268001,2,719,3,342,342,113.31
268002,0,2516,2,4.69,4.4086,2.394
268002,1,1420,1,278.6,267.456,128.114
268002,2,1915,9,2879.991,2735.99145,954.198
268003,0,2168,1,134.1,126.054,68.364
268003,1,867,2,104.985,104.985,48.285
268003,2,1541,1,418.6,376.74,192.5
268100,0,1635,5,29.757,25.88859,9.854
268101,0,501,1,88.5,88.5,45.12
268101,1,1428,2,375.2,330.176,172.536
268102,0,112,1,224.991,195.74217,74.547
268102,1,2500,8,33.208,33.208,16.926
268102,2,2490,2,20.986,18.25782,10.696
268103,0,414,2,1137,1137,522.87
268103,1,1663,1,6.201,6.201,2.853
268104,0,1585,1,29.757,28.26915,9.854
268104,1,455,2,1378.5,1268.22,456.72
268104,2,1672,2,15.201,13.52889,5.04
268200,0,1616,3,74.087,67.41917,34.073
268201,0,174,1,123.405,123.405,40.888
268201,1,137,4,474.9905,417.99164,218.4335
268202,0,1494,1,291.2,291.2,133.91
268203,0,1587,5,23.387,21.28217,10.751
268204,0,2061,2,599.346,551.39832,198.576
268204,1,1729,7,69.912,65.71728,32.148
268204,2,386,2,1948.5,1929.015,645.57
268204,3,1994,3,85.491,77.79681,43.587
268204,4,440,1,329.925,329.925,168.21
268204,5,1427,5,322,276.92,148.078
268204,6,2364,4,386.991,356.03172,177.966
268205,0,2141,2,671.391,617.67972,308.745
268205,1,1690,2,15.291,13.7619,5.067
268205,2,1113,4,479.82,427.0398,158.972
268300,0,1612,1,233.987,224.62752,107.601
268301,0,1608,3,142.987,130.11817,72.904
268301,1,2,3,11.691,11.691,5.958
268302,0,1583,2,18.057,16.07073,8.307
268302,1,2492,2,34.986,31.13754,17.836
268303,0,1039,2,216.59,216.59,99.605
268303,1,402,2,1948.5,1948.5,645.57
268400,0,2494,9,4.116,3.66324,2.1
268400,1,173,2,85.405,81.9888,43.5385
268400,2,250,4,502.55,447.2695,231.1065
268400,3,878,2,194.925,185.17875,64.59
268401,0,1651,1,207.987,183.02856,95.641
268401,1,1661,3,4.95,4.95,2.52
268402,0,841,3,20.85,19.8075,10.635
268403,0,379,1,489,489,249.3
268403,1,2504,3,13.986,13.986,7.126
268404,0,1780,1,38.7,34.056,19.728
268404,1,2515,5,4.69,4.69,2.394
268404,2,331,2,189.05,189.05,96.387
268404,4,2082,2,125.991,125.991,64.233
268404,5,386,6,1948.5,1714.68,645.57
268404,6,1612,1,233.987,233.987,107.601
268405,0,88,1,134.991,120.14199,44.721
268405,1,1319,2,32.186,30.89856,14.798
268406,0,1413,1,418.6,418.6,192.5
268406,1,517,6,1228.5,1228.5,407.025
268406,2,448,7,404.85,404.85,206.4
268406,3,92,2,134.991,134.991,44.721
268407,0,455,2,1378.5,1378.5,456.72
268407,1,654,8,193.5,178.02,88.98
268407,2,566,1,1498.5,1318.68,689.1
268600,0,1641,2,16.458,14.64762,7.566
268601,0,160,3,1044.9905,950.941355,480.5575
268602,0,107,1,119.691,104.13117,55.044
268602,1,83,3,89.991,84.59154,41.382
268602,3,1716,1,63.117,63.117,29.025
268700,0,1654,1,337.987,307.56817,111.982
268700,1,47,2,134.955,124.1586,68.805
268700,2,533,2,418.5,385.02,192.45
268701,0,699,2,294,294,135.195
268701,1,2071,1,89.991,81.89181,45.882
268702,0,1580,7,284.7,261.924,94.328
268702,1,1446,5,404.6,356.048,186.06
268703,0,1677,7,4.491,4.491,2.286
268800,0,457,2,329.925,293.63325,168.21
268801,0,420,6,749.85,749.85,382.29
268801,1,446,8,329.925,303.531,168.21
268801,2,1000,7,141.9,124.872,65.252
268802,0,1326,2,60.186,52.36182,19.936
268802,1,1598,1,75.244,69.22448,34.606
268802,2,227,2,607.05,528.1335,279.1575
268803,0,448,3,404.85,404.85,206.4
268803,1,1451,4,375.2,375.2,172.536
268803,2,70,3,43.155,43.155,19.845
268804,0,79,1,36.495,34.3053,16.785
268804,1,419,1,553.5,553.5,282.195
268804,2,60,2,140.4,123.552,71.577
268804,3,1545,3,375.2,375.2,172.536
268805,0,1491,2,320.6,298.158,147.434
268900,0,1157,2,1738,1738,575.839
268900,1,1606,2,207.987,189.26817,95.641
268901,0,1640,4,29.757,27.97158,9.854
268902,0,2497,4,13.986,13.986,7.126
268902,1,452,3,329.925,283.7355,168.21
268902,2,2509,1,5.684,5.51348,2.898
268902,3,1588,1,18.057,16.2513,8.307
268902,4,1584,2,12.987,12.987,6.617
268902,5,337,2,312.55,275.044,143.735
268903,0,561,1,208.5,191.82,106.305
268903,1,2275,6,91.791,91.791,46.8
268903,2,435,5,404.925,356.334,206.445
268903,3,978,1,319,303.05,105.688
268904,0,440,3,329.925,290.334,168.21
268904,1,163,5,1512.59,1331.0792,501.1535
268904,2,1466,3,406,406,186.704
268904,3,421,1,703.5,633.15,323.52
268904,4,1064,3,689.7,689.7,228.514
268904,5,1577,2,284.7,284.7,94.328
268904,6,1278,1,16.489,16.15922,8.404
268905,0,78,1,36.495,36.495,16.785
268905,1,1592,2,23.387,23.387,10.751
268905,2,1571,1,74.087,74.087,34.073
268905,3,1643,2,75.244,67.7196,34.606
269000,0,67,2,23.121,20.11527,11.79
269001,0,1596,1,16.458,16.458,7.566
269002,0,2084,2,85.491,76.9419,43.587
269002,1,1643,2,75.244,66.21472,34.606
269003,0,537,1,193.5,191.565,98.655
269003,1,880,3,19.5,19.5,9.945
269003,2,396,1,1948.5,1948.5,645.57
269003,3,437,9,749.85,689.862,382.29
269100,0,1607,1,233.987,208.24843,107.601
269100,1,1463,8,410.2,410.2,188.636
269101,0,2488,1,20.986,20.986,10.696
269101,1,2068,1,179.991,163.79181,82.773
269102,0,1469,7,280,277.2,128.758
269102,1,1116,3,709.5,702.405,235.07
269102,2,736,2,177,177,81.39
269103,0,1231,3,1650,1435.5,546.678
269103,1,2182,1,1485,1485,492.012
269103,2,1534,2,557.2,484.764,184.618
269103,3,2374,3,179.991,163.79181,91.764
269104,0,1496,1,403.2,358.848,185.416
269104,1,1468,4,264.6,264.6,121.674
269104,2,1933,4,2879.991,2534.39208,954.198
269104,3,436,1,553.5,492.615,282.195
269105,0,166,7,113.05,101.745,51.984
269106,0,2134,3,1485,1366.2,492.012
269107,0,190,4,54.055,54.055,27.5595
269107,1,141,4,284.9905,250.79164,145.293
269300,0,433,2,1453.5,1453.5,481.575
269300,1,2463,1,27,27,13.761
269300,2,42,3,208.8,208.8,96.021
269301,0,191,1,62.7,62.7,31.9675
269302,0,1269,1,54.956,54.956,28.017
269400,0,24,2,179.91,179.91,82.737
269400,1,2513,2,181.986,165.60726,60.298
269400,2,1495,1,322,322,148.078
269400,3,610,2,163.5,143.88,83.355
269400,4,2089,1,231.75,231.75,118.152
269401,0,1482,2,334.6,334.6,153.874
269401,1,1662,1,6.291,5.53608,3.204
269402,0,245,1,464.55,464.55,213.6265
269403,0,645,1,313.5,310.365,103.875
269403,1,709,1,174,151.38,80.01
269403,2,126,2,136.23,122.607,69.4545
269500,0,1390,3,54.586,53.49428,25.102
269501,0,1681,3,6.201,5.51889,2.853
269502,0,1672,1,15.201,15.201,5.04
269502,1,977,1,294.8,265.32,97.669
269503,0,127,3,136.23,133.5054,69.4545
269504,0,814,4,24.75,24.75,11.385
269504,1,437,6,749.85,659.868,382.29
269504,2,1507,3,373.8,328.944,171.892
269504,3,242,2,844.55,844.55,279.813
269505,0,2182,2,1485,1485,492.012
269600,0,50,5,179.955,163.75905,82.755
269600,1,821,1,44.85,44.85,20.625
269600,2,1511,3,320.6,285.334,147.434
269600,3,1649,9,337.987,337.987,111.982
269601,0,1616,4,74.087,72.60526,34.073
269602,0,2086,1,789.75,710.775,363.177
269603,0,1421,2,406,406,186.704
269604,0,415,2,489,459.66,249.3
269604,1,102,5,103.5,103.5,47.592
269604,2,1590,2,29.757,29.757,9.854
269605,0,2000,2,85.491,85.491,43.587
269605,1,1610,3,376.987,376.987,124.904
269605,2,541,1,1048.5,1017.045,482.16
269700,0,1604,7,337.987,321.08765,111.982
269700,1,2171,2,671.391,590.82408,308.745
269701,0,2495,7,13.986,13.986,7.126
269701,1,569,2,688.5,681.615,228.12
269701,2,1419,2,361.2,317.856,166.11
269702,0,422,1,1453.5,1279.08,481.575
269702,1,1621,1,16.887,16.887,8.606
269703,0,1642,2,75.244,75.244,34.606
269800,0,443,9,523.5,460.68,240.735
269800,1,418,5,404.925,404.925,206.445
269800,2,1467,3,421.4,421.4,193.788
269800,3,812,1,19.425,17.28825,9.9
269800,4,1009,2,207.35,207.35,95.348
269800,5,344,6,549,483.12,279.9
269800,6,233,6,664.05,657.4095,305.368
269801,0,72,4,43.155,43.155,19.845
269801,2,2498,1,33.208,30.88344,16.926
269801,3,832,1,23.25,23.25,11.85
269802,0,434,5,898.5,799.665,413.19
269803,0,185,7,160.55,160.55,53.1905
269803,1,1621,2,16.887,16.887,8.606
269804,0,1802,4,28.8,28.8,14.679
269804,1,1573,2,76.687,75.15326,35.269
269805,0,1388,2,46.186,46.186,21.238
269805,1,2049,1,599.346,599.346,198.576
269805,2,1297,6,27.5,24.75,12.65
269805,3,1650,3,376.987,346.82804,124.904
269806,0,1466,5,406,353.22,186.704
269806,1,503,5,1228.5,1228.5,407.025
269806,2,557,1,688.5,640.305,228.12
269806,3,417,7,898.5,898.5,413.19
269807,0,948,8,206.8,206.8,95.095
269807,1,2498,2,33.208,33.208,16.926
269807,2,1502,2,334.6,321.216,153.874
270000,0,1542,9,462,462,212.464
270000,1,462,2,1303.5,1147.08,431.88
270000,2,152,2,1125.7215,1125.7215,372.97
270000,3,510,3,268.5,238.965,123.48
270001,0,1760,1,85.32,73.3752,39.24
270001,1,1621,1,16.887,16.04265,8.606
270001,2,1483,5,376.6,342.706,173.18
270002,0,136,2,332.4525,332.4525,152.8835
270002,1,55,2,266.4,266.4,88.263
270002,2,481,4,208.5,183.48,95.88
270100,0,1579,3,284.7,264.771,94.328
270101,0,1419,9,361.2,343.14,166.11
270101,1,1419,2,361.2,361.2,166.11
270101,2,153,9,446.4715,392.89492,205.314
270101,3,1682,3,8.091,8.091,3.717
270101,4,480,3,418.5,418.5,192.45
270102,0,321,2,312.55,268.793,143.735
270102,2,697,5,220.5,220.5,101.4
270102,3,1595,2,29.757,29.16186,9.854
270103,0,430,5,404.925,348.2355,206.445
270103,1,771,2,23.85,23.85,12.165
270200,0,1596,2,16.458,16.458,7.566
270201,0,2110,2,1327.5,1168.2,439.83
270201,1,765,1,44.925,44.925,22.905
270201,2,1684,2,15.201,13.37688,5.04
270202,0,914,7,143.85,142.4115,66.15
270203,0,972,4,141.9,126.291,65.252
270203,1,416,1,1453.5,1264.545,481.575
270203,2,1607,1,233.987,201.22882,107.601
270204,0,684,1,240,213.6,110.37
270204,1,1644,1,75.244,75.244,34.606
270204,2,997,6,216.59,216.59,99.605
270205,0,160,2,1044.9905,909.141735,480.5575
270205,1,394,6,1137,1137,522.87
270300,0,1645,9,75.244,75.244,34.606
270300,1,80,2,36.495,36.495,16.785
270300,3,1607,3,233.987,219.94778,107.601
270300,4,440,4,329.925,310.1295,168.21
270300,5,1611,5,207.987,191.34804,95.641
270301,0,1675,3,6.201,6.201,2.853
270302,0,1582,4,23.387,20.58056,10.751
270302,1,538,2,148.5,148.5,75.705
270302,2,1624,5,284.7,253.383,94.328
270302,3,687,1,313.5,313.5,103.875
270303,0,57,4,140.4,126.36,71.577
270303,1,2104,1,231.75,231.75,118.152
270303,2,631,2,285,285,131.055
270303,3,2198,3,572.391,497.98017,189.648
270303,4,133,5,332.4525,332.4525,152.8835
270304,0,1558,1,532,532,176.26
270304,1,1792,2,38.7,34.443,19.728
270304,2,178,1,62.7,62.7,31.9675
270304,3,1342,2,58.8,58.8,19.488
270305,0,1467,2,421.4,421.4,193.788
270305,1,347,1,879,791.1,404.22
270305,2,1996,1,179.991,179.991,82.773
270305,3,2509,1,5.684,5.00192,2.898
270400,0,625,4,1498.5,1498.5,689.1
270401,0,1884,3,1636.2,1439.856,752.427
270402,0,793,3,41.85,41.85,19.245
270403,0,351,2,504,504,256.95
270500,0,1681,3,6.201,6.07698,2.853
270500,1,1635,1,29.757,29.45943,9.854
270501,0,2508,1,6.636,6.636,3.388
270501,1,374,2,1948.5,1812.105,645.57
270501,2,1305,1,74.8,65.824,34.397
270502,0,428,1,1453.5,1453.5,481.575
270503,0,2500,2,33.208,33.208,16.926
270503,1,1677,2,4.491,4.491,2.286
270504,0,1619,2,77.987,77.987,35.867
270505,0,360,2,570,570,290.61
270505,1,2386,2,359.991,359.991,165.546
270506,0,1606,4,207.987,180.94869,95.641
270507,0,1416,3,431.2,383.768,198.296
270700,0,1465,1,278.6,245.168,128.114
270700,1,1040,8,217.8,196.02,100.155
270701,0,148,7,2754.9905,2479.49145,912.779
270701,1,317,1,303.05,278.806,154.508
270701,2,1491,2,320.6,278.922,147.434
270701,3,1443,6,824.6,824.6,273.21
270702,0,1643,3,75.244,75.244,34.606
270702,1,2068,7,179.991,160.19199,82.773
270702,2,456,1,838.5,796.575,385.59
270702,3,449,1,523.5,523.5,240.735
270800,0,1567,2,544.6,544.6,180.432
270800,1,1508,1,420,420,193.144
270800,2,1956,3,116.991,116.991,59.643
270800,3,2154,3,400.5,348.435,184.176
270801,0,1627,2,23.387,23.387,10.751
270801,1,184,1,94.05,94.05,43.2535
270801,2,1153,1,1098.9,1098.9,364.089
270801,3,2515,6,4.69,4.69,2.394
270802,0,871,1,31.44,31.44,16.035
270802,1,1621,2,16.887,15.1983,8.606
270802,2,1614,2,337.987,324.46752,111.982
270802,3,800,1,44.925,44.925,22.905
270803,0,386,5,1948.5,1870.56,645.57
270803,1,597,2,208.5,208.5,106.305
270803,2,1690,1,15.291,15.291,5.067
270803,3,416,2,1453.5,1453.5,481.575
270803,4,2514,1,181.986,181.986,60.298
270803,5,1407,1,22.4,20.16,11.424
270900,0,1451,2,375.2,375.2,172.536
270900,1,2491,2,34.986,34.986,17.836
