OrderKey,LineNumber,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost,CurrencyCode,ExchangeRate
270900,0,2022-06-01,2022-06-06,2061443,999999,1451,2,375.2,375.2,172.536,USD,1.00000
270900,1,2022-06-01,2022-06-06,2061443,999999,2491,2,34.986,34.986,17.836,USD,1.00000
270901,0,2022-06-01,2022-06-01,1828427,510,442,4,404.85,404.85,206.4,USD,1.00000
270901,1,2022-06-01,2022-06-01,1828427,510,2112,5,711.9,711.9,327.375,USD,1.00000
270902,0,2022-06-01,2022-06-01,2004240,605,2044,3,179.991,179.991,82.773,USD,1.00000
270902,1,2022-06-01,2022-06-01,2004240,605,1545,3,375.2,330.176,172.536,USD,1.00000
270902,2,2022-06-01,2022-06-01,2004240,605,351,1,504,504,256.95,USD,1.00000
270903,0,2022-06-01,2022-06-01,1780375,500,597,5,208.5,187.65,106.305,USD,1.00000
270903,1,2022-06-01,2022-06-01,1780375,500,123,1,265.9905,265.9905,122.322,USD,1.00000
270904,0,2022-06-01,2022-06-01,564637,240,2098,6,457.2,457.2,233.091,EUR,0.93353
270904,1,2022-06-01,2022-06-01,564637,240,701,4,253.5,225.615,116.58,EUR,0.93353
270904,2,2022-06-01,2022-06-01,564637,240,4,4,19.413,16.88931,9.9,EUR,0.93353
270905,0,2022-06-01,2022-06-01,103463,60,1734,3,25.2,21.924,12.852,AUD,1.38732
270905,1,2022-06-01,2022-06-01,103463,60,926,7,2.985,2.985,1.515,AUD,1.38732
271000,0,2022-06-02,2022-06-02,832376,330,1932,1,116.991,107.63172,59.643,EUR,0.93528
271001,0,2022-06-02,2022-06-04,403941,999999,913,1,143.85,123.711,66.15,EUR,0.93528
271001,1,2022-06-02,2022-06-04,403941,999999,691,2,354,354,117.285,EUR,0.93528
271002,0,2022-06-02,2022-06-03,1457405,999999,1486,1,403.2,403.2,185.416,USD,1.00000
271003,0,2022-06-02,2022-06-08,1394156,999999,423,3,898.5,817.635,413.19,USD,1.00000
271003,1,2022-06-02,2022-06-08,1394156,999999,1599,3,75.244,67.7196,34.606,USD,1.00000
271004,0,2022-06-02,2022-06-02,1433648,670,2505,2,13.986,12.5874,7.126,USD,1.00000
271005,0,2022-06-02,2022-06-02,1233589,610,144,3,284.9905,284.9905,145.293,USD,1.00000
271100,0,2022-06-03,2022-06-07,235068,999999,1441,4,280,243.6,128.758,CAD,1.25666
271100,1,2022-06-03,2022-06-07,235068,999999,1720,1,63.117,63.117,29.025,CAD,1.25666
271100,2,2022-06-03,2022-06-07,235068,999999,1584,1,12.987,12.987,6.617,CAD,1.25666
271101,0,2022-06-03,2022-06-03,381320,80,1529,7,357,310.59,164.178,CAD,1.25666
271101,1,2022-06-03,2022-06-03,381320,80,127,7,136.23,136.23,69.4545,CAD,1.25666
271101,2,2022-06-03,2022-06-03,381320,80,1423,2,264.6,264.6,121.674,CAD,1.25666
271102,0,2022-06-03,2022-06-05,1851807,999999,1742,7,25.2,22.68,12.852,USD,1.00000
271102,1,2022-06-03,2022-06-05,1851807,999999,422,5,1453.5,1250.01,481.575,USD,1.00000
271102,2,2022-06-03,2022-06-05,1851807,999999,434,7,898.5,898.5,413.19,USD,1.00000
271103,0,2022-06-03,2022-06-03,1960779,480,2517,2,4.69,4.1741,2.394,USD,1.00000
271103,1,2022-06-03,2022-06-03,1960779,480,1590,10,29.757,29.757,9.854,USD,1.00000
271200,0,2022-06-04,2022-06-04,1518916,510,1998,3,125.991,125.991,64.233,USD,1.00000
271200,1,2022-06-04,2022-06-04,1518916,510,442,1,404.85,404.85,206.4,USD,1.00000
271200,2,2022-06-04,2022-06-04,1518916,510,1445,3,375.2,337.68,172.536,USD,1.00000
271200,3,2022-06-04,2022-06-04,1518916,510,495,1,208.5,181.395,106.305,USD,1.00000
271200,4,2022-06-04,2022-06-04,1518916,510,1,5,11.691,10.28808,5.958,USD,1.00000
271200,6,2022-06-04,2022-06-04,1518916,510,1494,5,291.2,259.168,133.91,USD,1.00000
271201,0,2022-06-04,2022-06-07,843990,999999,407,10,898.5,790.68,413.19,EUR,0.93197
271201,1,2022-06-04,2022-06-07,843990,999999,1609,1,337.987,297.42856,111.982,EUR,0.93197
271201,2,2022-06-04,2022-06-07,843990,999999,2115,1,789.75,789.75,363.177,EUR,0.93197
271201,3,2022-06-04,2022-06-07,843990,999999,621,3,208.5,208.5,106.305,EUR,0.93197
271201,4,2022-06-04,2022-06-07,843990,999999,1087,2,393.8,389.862,181.093,EUR,0.93197
271201,5,2022-06-04,2022-06-07,843990,999999,1339,7,50.386,44.84354,23.17,EUR,0.93197
271202,0,2022-06-04,2022-06-04,1367133,500,2500,1,33.208,28.89096,16.926,USD,1.00000
271202,1,2022-06-04,2022-06-04,1367133,500,1644,1,75.244,75.244,34.606,USD,1.00000
271202,2,2022-06-04,2022-06-04,1367133,500,1480,1,180.6,180.6,92.078,USD,1.00000
271202,3,2022-06-04,2022-06-04,1367133,500,1661,2,4.95,4.356,2.52,USD,1.00000
271203,0,2022-06-04,2022-06-08,726733,999999,1817,1,28.8,28.512,14.679,EUR,0.93197
271203,1,2022-06-04,2022-06-08,726733,999999,1754,2,80.1,79.299,36.837,EUR,0.93197
271203,2,2022-06-04,2022-06-08,726733,999999,2386,2,359.991,359.991,165.546,EUR,0.93197
271204,0,2022-06-04,2022-06-09,1413937,999999,1609,3,337.987,337.987,111.982,USD,1.00000
271205,0,2022-06-04,2022-06-08,1413692,999999,382,3,574.425,574.425,292.86,USD,1.00000
271205,1,2022-06-04,2022-06-08,1413692,999999,1323,3,50.386,44.33968,23.17,USD,1.00000
271205,2,2022-06-04,2022-06-08,1413692,999999,101,5,108,95.04,49.662,USD,1.00000
271206,0,2022-06-04,2022-06-04,595199,270,301,1,303.05,260.623,154.508,EUR,0.93197
271206,1,2022-06-04,2022-06-04,595199,270,1605,1,376.987,361.90752,124.904,EUR,0.93197
271207,0,2022-06-04,2022-06-04,1793649,430,434,4,898.5,808.65,413.19,USD,1.00000
271207,1,2022-06-04,2022-06-04,1793649,430,1596,1,16.458,16.458,7.566,USD,1.00000
271400,0,2022-06-06,2022-06-06,564448,255,2112,1,711.9,640.71,327.375,EUR,0.93231
271400,1,2022-06-06,2022-06-06,564448,255,1660,2,376.987,327.97869,124.904,EUR,0.93231
271400,2,2022-06-06,2022-06-06,564448,255,134,7,332.4525,332.4525,152.8835,EUR,0.93231
271400,3,2022-06-06,2022-06-06,564448,255,1107,3,393.8,354.42,181.093,EUR,0.93231
271401,0,2022-06-06,2022-06-08,1484053,999999,190,1,54.055,54.055,27.5595,USD,1.00000
271401,1,2022-06-06,2022-06-08,1484053,999999,1247,2,54.989,54.989,28.039,USD,1.00000
271402,0,2022-06-06,2022-06-08,877100,999999,1659,1,337.987,300.80843,111.982,EUR,0.93231
271500,0,2022-06-07,2022-06-12,1260535,999999,1698,4,6.291,5.41026,3.204,USD,1.00000
271500,1,2022-06-07,2022-06-12,1260535,999999,482,4,268.5,268.5,123.48,USD,1.00000
271500,2,2022-06-07,2022-06-12,1260535,999999,1778,4,38.7,38.7,19.728,USD,1.00000
271500,3,2022-06-07,2022-06-12,1260535,999999,1648,2,142.987,124.39869,72.904,USD,1.00000
271501,0,2022-06-07,2022-06-08,1479269,999999,1520,1,392,388.08,180.264,USD,1.00000
271502,0,2022-06-07,2022-06-09,2042228,999999,1668,2,6.291,6.291,3.204,USD,1.00000
271502,1,2022-06-07,2022-06-09,2042228,999999,1503,1,376.6,350.238,173.18,USD,1.00000
271503,0,2022-06-07,2022-06-07,814188,320,187,3,123.405,109.83045,40.888,EUR,0.93791
271600,0,2022-06-08,2022-06-08,1289935,650,2288,3,241.65,241.65,111.123,USD,1.00000
271600,1,2022-06-08,2022-06-08,1289935,650,135,3,332.4525,295.882725,152.8835,USD,1.00000
271600,2,2022-06-08,2022-06-08,1289935,650,422,1,1453.5,1308.15,481.575,USD,1.00000
271601,0,2022-06-08,2022-06-11,2091056,999999,922,5,1.425,1.425,0.72,USD,1.00000
271602,0,2022-06-08,2022-06-09,10832,999999,1558,7,532,473.48,176.26,AUD,1.38905
271602,1,2022-06-08,2022-06-09,10832,999999,134,4,332.4525,305.8563,152.8835,AUD,1.38905
271602,2,2022-06-08,2022-06-09,10832,999999,2508,2,6.636,6.636,3.388,AUD,1.38905
271603,0,2022-06-08,2022-06-08,1454088,550,174,3,123.405,123.405,40.888,USD,1.00000
271604,0,2022-06-08,2022-06-08,425765,220,1704,1,6.291,6.291,3.204,EUR,0.93119
271605,0,2022-06-08,2022-06-08,2093871,590,53,1,266.4,266.4,88.263,USD,1.00000
271605,1,2022-06-08,2022-06-08,2093871,590,385,3,489,459.66,249.3,USD,1.00000
271700,0,2022-06-09,2022-06-12,1120537,999999,165,3,725.3345,638.29436,369.797,GBP,0.79729
271700,1,2022-06-09,2022-06-12,1120537,999999,1999,6,89.991,89.991,45.882,GBP,0.79729
271700,2,2022-06-09,2022-06-12,1120537,999999,1652,1,233.987,233.987,107.601,GBP,0.79729
271700,3,2022-06-09,2022-06-12,1120537,999999,172,1,160.55,157.339,53.1905,GBP,0.79729
271701,0,2022-06-09,2022-06-10,2095944,999999,1140,1,528.55,454.553,175.12,USD,1.00000
271702,0,2022-06-09,2022-06-09,1724458,540,1373,7,19.866,18.07806,10.122,USD,1.00000
271702,1,2022-06-09,2022-06-09,1724458,540,1662,2,6.291,6.291,3.204,USD,1.00000
271702,2,2022-06-09,2022-06-09,1724458,540,1584,7,12.987,12.987,6.617,USD,1.00000
271702,3,2022-06-09,2022-06-09,1724458,540,2180,1,134.1,116.667,68.364,USD,1.00000
271703,0,2022-06-09,2022-06-10,384521,999999,1650,1,376.987,376.987,124.904,CAD,1.25719
271704,0,2022-06-09,2022-06-09,1488352,500,1674,1,6.291,5.53608,3.204,USD,1.00000
271704,1,2022-06-09,2022-06-09,1488352,500,1256,2,21.989,19.35032,11.209,USD,1.00000
271705,0,2022-06-09,2022-06-09,1434521,480,1608,7,142.987,124.39869,72.904,USD,1.00000
271705,1,2022-06-09,2022-06-09,1434521,480,729,1,181.5,181.5,83.46,USD,1.00000
271800,0,2022-06-10,2022-06-10,188944,50,1852,1,2387.61,2124.9729,791.064,AUD,1.40338
271800,1,2022-06-10,2022-06-10,188944,50,451,6,838.5,763.035,385.59,AUD,1.40338
271800,2,2022-06-10,2022-06-10,188944,50,1703,2,4.851,4.851,2.475,AUD,1.40338
271801,0,2022-06-10,2022-06-10,1920347,450,1471,2,320.6,285.334,147.434,USD,1.00000
271801,1,2022-06-10,2022-06-10,1920347,450,1335,4,56.266,50.07674,25.872,USD,1.00000
271801,2,2022-06-10,2022-06-10,1920347,450,429,1,899.85,791.868,413.805,USD,1.00000
271802,0,2022-06-10,2022-06-15,1875505,999999,2296,1,241.65,241.65,111.123,USD,1.00000
271802,1,2022-06-10,2022-06-15,1875505,999999,1616,8,74.087,74.087,34.073,USD,1.00000
271803,0,2022-06-10,2022-06-13,1062257,999999,443,1,523.5,523.5,240.735,GBP,0.80401
271803,1,2022-06-10,2022-06-13,1062257,999999,590,2,1498.5,1333.665,689.1,GBP,0.80401
271803,2,2022-06-10,2022-06-13,1062257,999999,543,2,343.5,343.5,175.125,GBP,0.80401
271803,3,2022-06-10,2022-06-13,1062257,999999,1603,1,142.987,142.987,72.904,GBP,0.80401
271900,0,2022-06-11,2022-06-13,1965682,999999,618,3,448.5,448.5,148.59,USD,1.00000
271900,1,2022-06-11,2022-06-13,1965682,999999,1515,1,322,322,148.078,USD,1.00000
271901,0,2022-06-11,2022-06-11,687726,150,740,2,372,319.92,123.255,EUR,0.94536
271901,1,2022-06-11,2022-06-11,687726,150,1115,1,360.8,317.504,165.924,EUR,0.94536
271901,2,2022-06-11,2022-06-11,687726,150,1684,2,15.201,14.59296,5.04,EUR,0.94536
271901,3,2022-06-11,2022-06-11,687726,150,1364,2,37.786,37.786,17.374,EUR,0.94536
271901,4,2022-06-11,2022-06-11,687726,150,1660,2,376.987,339.2883,124.904,EUR,0.94536
271901,5,2022-06-11,2022-06-11,687726,150,2351,1,359.991,359.991,165.546,EUR,0.94536
271901,6,2022-06-11,2022-06-11,687726,150,80,4,36.495,33.21045,16.785,EUR,0.94536
271902,0,2022-06-11,2022-06-13,2097268,999999,479,7,388.5,353.535,178.665,USD,1.00000
271902,1,2022-06-11,2022-06-13,2097268,999999,1168,1,660,567.6,303.512,USD,1.00000
271903,0,2022-06-11,2022-06-16,1528265,999999,2501,8,33.208,29.22304,16.926,USD,1.00000
271903,1,2022-06-11,2022-06-16,1528265,999999,1494,2,291.2,253.344,133.91,USD,1.00000
271903,2,2022-06-11,2022-06-16,1528265,999999,2500,8,33.208,29.22304,16.926,USD,1.00000
271904,0,2022-06-11,2022-06-11,748018,290,292,1,475,413.25,218.4335,EUR,0.94536
271905,0,2022-06-11,2022-06-12,396242,999999,1052,1,689.7,689.7,228.514,CAD,1.27472
271905,1,2022-06-11,2022-06-12,396242,999999,2499,7,33.208,33.208,16.926,CAD,1.27472
271906,0,2022-06-11,2022-06-14,765649,999999,1453,6,361.2,343.14,166.11,EUR,0.94536
271906,1,2022-06-11,2022-06-14,765649,999999,189,4,120.555,120.555,55.442,EUR,0.94536
271907,0,2022-06-11,2022-06-11,333601,80,1318,2,23.786,22.12098,12.124,CAD,1.27472
271907,1,2022-06-11,2022-06-11,333601,80,1968,7,116.991,106.46181,59.643,CAD,1.27472
272100,0,2022-06-13,2022-06-13,270688,90,1581,2,284.7,247.689,94.328,CAD,1.28503
272100,1,2022-06-13,2022-06-13,270688,90,1554,2,417.2,400.512,191.856,CAD,1.28503
272101,0,2022-06-13,2022-06-16,1945125,999999,1593,1,18.057,18.057,8.307,USD,1.00000
272101,1,2022-06-13,2022-06-16,1945125,999999,2490,2,20.986,20.986,10.696,USD,1.00000
272101,2,2022-06-13,2022-06-16,1945125,999999,1561,3,562.8,562.8,186.466,USD,1.00000
272102,0,2022-06-13,2022-06-13,852274,330,1416,8,431.2,396.704,198.296,EUR,0.95648
272102,1,2022-06-13,2022-06-13,852274,330,1439,3,421.4,408.758,193.788,EUR,0.95648
272200,0,2022-06-14,2022-06-14,1245501,550,1659,7,337.987,337.987,111.982,USD,1.00000
272201,0,2022-06-14,2022-06-14,1520946,660,1582,1,23.387,23.387,10.751,USD,1.00000
272201,1,2022-06-14,2022-06-14,1520946,660,1773,1,38.7,34.056,19.728,USD,1.00000
272202,0,2022-06-14,2022-06-14,1222142,660,1681,8,6.201,5.82894,2.853,USD,1.00000
272202,1,2022-06-14,2022-06-14,1222142,660,1667,3,4.95,4.95,2.52,USD,1.00000
272203,0,2022-06-14,2022-06-16,135688,999999,865,5,76.485,68.8365,35.175,AUD,1.45178
272203,1,2022-06-14,2022-06-16,135688,999999,2493,3,34.986,34.986,17.836,AUD,1.45178
272300,0,2022-06-15,2022-06-15,2065857,670,1589,4,12.987,11.6883,6.617,USD,1.00000
272300,1,2022-06-15,2022-06-15,2065857,670,2496,8,13.986,12.5874,7.126,USD,1.00000
272300,2,2022-06-15,2022-06-15,2065857,670,1648,1,142.987,142.987,72.904,USD,1.00000
272300,3,2022-06-15,2022-06-15,2065857,670,439,2,838.5,830.115,385.59,USD,1.00000
272300,4,2022-06-15,2022-06-15,2065857,670,1395,6,23.786,21.16954,10.934,USD,1.00000
272301,0,2022-06-15,2022-06-15,1261765,620,349,3,574.5,511.305,292.89,USD,1.00000
272302,0,2022-06-15,2022-06-15,1330738,550,1129,9,479.82,479.82,158.972,USD,1.00000
272303,0,2022-06-15,2022-06-15,5397,50,1616,5,74.087,74.087,34.073,AUD,1.44291
272303,1,2022-06-15,2022-06-15,5397,50,330,1,293.55,258.324,149.663,AUD,1.44291
272303,2,2022-06-15,2022-06-15,5397,50,1611,4,207.987,195.50778,95.641,AUD,1.44291
272303,3,2022-06-15,2022-06-15,5397,50,1125,3,479.82,412.6452,158.972,AUD,1.44291
272303,4,2022-06-15,2022-06-15,5397,50,1515,2,322,322,148.078,AUD,1.44291
272303,5,2022-06-15,2022-06-15,5397,50,1484,4,291.2,262.08,133.91,AUD,1.44291
272303,6,2022-06-15,2022-06-15,5397,50,1330,2,32.186,32.186,14.798,AUD,1.44291
272304,0,2022-06-15,2022-06-19,1394754,999999,1440,2,264.6,264.6,121.674,USD,1.00000
272304,1,2022-06-15,2022-06-19,1394754,999999,1675,2,6.201,5.33286,2.853,USD,1.00000
272305,0,2022-06-15,2022-06-15,646343,130,1422,2,421.4,391.902,193.788,EUR,0.95868
272305,1,2022-06-15,2022-06-15,646343,130,876,2,194.925,173.48325,64.59,EUR,0.95868
272400,0,2022-06-16,2022-06-18,599792,999999,1611,2,207.987,193.42791,95.641,EUR,0.96154
272400,1,2022-06-16,2022-06-18,599792,999999,168,1,122.55,113.9715,56.354,EUR,0.96154
272400,2,2022-06-16,2022-06-18,599792,999999,574,4,163.5,147.15,83.355,EUR,0.96154
272400,3,2022-06-16,2022-06-18,599792,999999,138,2,474.9905,427.49145,218.4335,EUR,0.96154
272401,0,2022-06-16,2022-06-17,131929,999999,1267,3,54.956,47.81172,28.017,AUD,1.43644
272401,1,2022-06-16,2022-06-17,131929,999999,1456,1,421.4,370.832,193.788,AUD,1.43644
272402,0,2022-06-16,2022-06-19,1374787,999999,64,2,162.9,162.9,74.916,USD,1.00000
272403,0,2022-06-16,2022-06-16,1690515,510,490,3,1303.5,1134.045,431.88,USD,1.00000
272403,1,2022-06-16,2022-06-16,1690515,510,926,2,2.985,2.985,1.515,USD,1.00000
272404,0,2022-06-16,2022-06-19,1744040,999999,808,5,19.425,16.7055,9.9,USD,1.00000
272404,1,2022-06-16,2022-06-19,1744040,999999,1488,3,420,390.6,193.144,USD,1.00000
272405,0,2022-06-16,2022-06-16,1647779,540,1583,3,18.057,15.89016,8.307,USD,1.00000
272405,1,2022-06-16,2022-06-16,1647779,540,451,10,838.5,746.265,385.59,USD,1.00000
272405,2,2022-06-16,2022-06-16,1647779,540,62,2,162.9,151.497,74.916,USD,1.00000
272500,0,2022-06-17,2022-06-22,1868722,999999,391,1,1048.5,975.105,482.16,USD,1.00000
272501,0,2022-06-17,2022-06-17,1979567,650,2162,1,134.1,134.1,68.364,USD,1.00000
272501,1,2022-06-17,2022-06-17,1979567,650,1104,2,469.7,436.821,155.617,USD,1.00000
272502,0,2022-06-17,2022-06-20,1622219,999999,732,3,240,213.6,110.37,USD,1.00000
272502,1,2022-06-17,2022-06-20,1622219,999999,77,7,34.155,31.08105,15.705,USD,1.00000
272502,2,2022-06-17,2022-06-20,1622219,999999,1670,3,8.091,8.091,3.717,USD,1.00000
272503,0,2022-06-17,2022-06-21,625387,999999,1441,1,280,249.2,128.758,EUR,0.95365
272503,1,2022-06-17,2022-06-21,625387,999999,53,8,266.4,266.4,88.263,EUR,0.95365
272503,2,2022-06-17,2022-06-21,625387,999999,89,1,134.991,122.84181,44.721,EUR,0.95365
272503,3,2022-06-17,2022-06-21,625387,999999,1557,6,434,381.92,199.584,EUR,0.95365
272600,0,2022-06-18,2022-06-21,2059743,999999,746,6,24.75,22.77,11.385,USD,1.00000
272601,0,2022-06-18,2022-06-18,1995339,570,1632,2,23.387,20.58056,10.751,USD,1.00000
272602,0,2022-06-18,2022-06-23,1717375,999999,1585,3,29.757,26.48373,9.854,USD,1.00000
272602,1,2022-06-18,2022-06-23,1717375,999999,1681,1,6.201,6.201,2.853,USD,1.00000
272602,2,2022-06-18,2022-06-23,1717375,999999,1619,2,77.987,77.987,35.867,USD,1.00000
272602,3,2022-06-18,2022-06-23,1717375,999999,1418,4,410.2,406.098,188.636,USD,1.00000
272603,0,2022-06-18,2022-06-18,361279,80,1640,2,29.757,29.757,9.854,CAD,1.29992
272603,1,2022-06-18,2022-06-18,361279,80,2303,6,305.1,283.743,140.301,CAD,1.29992
272603,2,2022-06-18,2022-06-18,361279,80,1554,3,417.2,417.2,191.856,CAD,1.29992
272604,0,2022-06-18,2022-06-18,1861900,650,854,4,193.5,191.565,88.98,USD,1.00000
272604,1,2022-06-18,2022-06-18,1861900,650,534,2,208.5,208.5,106.305,USD,1.00000
272605,0,2022-06-18,2022-06-21,474766,999999,1645,2,75.244,69.97692,34.606,EUR,0.95365
272605,1,2022-06-18,2022-06-21,474766,999999,132,1,190,190,96.8715,EUR,0.95365
272605,2,2022-06-18,2022-06-21,474766,999999,530,1,928.5,863.505,307.635,EUR,0.95365
272606,0,2022-06-18,2022-06-22,444569,999999,101,4,108,96.12,49.662,EUR,0.95365
272607,0,2022-06-18,2022-06-18,1543888,440,632,1,208.5,191.82,106.305,USD,1.00000
272800,0,2022-06-20,2022-06-22,30882,999999,369,3,1048.5,1048.5,482.16,AUD,1.43206
272801,0,2022-06-20,2022-06-26,1468586,999999,101,7,108,102.6,49.662,USD,1.00000
272802,0,2022-06-20,2022-06-20,270437,90,191,6,62.7,53.922,31.9675,CAD,1.29904
272802,2,2022-06-20,2022-06-20,270437,90,382,3,574.425,574.425,292.86,CAD,1.29904
272900,0,2022-06-21,2022-06-21,1315648,480,1608,1,142.987,142.987,72.904,USD,1.00000
272900,1,2022-06-21,2022-06-21,1315648,480,1361,4,69.986,69.986,23.184,USD,1.00000
272900,2,2022-06-21,2022-06-21,1315648,480,558,7,448.5,394.68,148.59,USD,1.00000
272901,0,2022-06-21,2022-06-21,1228314,560,1478,2,420,420,193.144,USD,1.00000
272901,1,2022-06-21,2022-06-21,1228314,560,2390,5,572.391,572.391,189.648,USD,1.00000
272902,0,2022-06-21,2022-06-21,817513,310,1432,3,420,378,193.144,EUR,0.94787
272902,1,2022-06-21,2022-06-21,817513,310,1686,2,6.291,6.291,3.204,EUR,0.94787
272903,0,2022-06-21,2022-06-21,1964846,610,1030,4,162.8,162.8,74.866,USD,1.00000
272903,1,2022-06-21,2022-06-21,1964846,610,1458,1,280,246.4,128.758,USD,1.00000
272903,2,2022-06-21,2022-06-21,1964846,610,2491,1,34.986,33.58656,17.836,USD,1.00000
272903,3,2022-06-21,2022-06-21,1964846,610,1647,4,233.987,203.56869,107.601,USD,1.00000
273000,0,2022-06-22,2022-06-23,785999,999999,2109,6,231.75,231.75,118.152,EUR,0.95048
273001,0,2022-06-22,2022-06-22,1630368,585,1473,1,376.6,376.6,173.18,USD,1.00000
273001,1,2022-06-22,2022-06-22,1630368,585,1460,2,420,420,193.144,USD,1.00000
273001,2,2022-06-22,2022-06-22,1630368,585,88,3,134.991,124.19172,44.721,USD,1.00000
273002,0,2022-06-22,2022-06-26,1079987,999999,1543,3,562.8,562.8,186.466,GBP,0.81632
273003,0,2022-06-22,2022-06-22,321403,100,1628,3,18.057,15.70959,8.307,CAD,1.29836
273003,1,2022-06-22,2022-06-22,321403,100,1850,1,1439.91,1310.3181,734.112,CAD,1.29836
273003,2,2022-06-22,2022-06-22,321403,100,1612,4,233.987,208.24843,107.601,CAD,1.29836
273004,0,2022-06-22,2022-06-22,1442929,510,1580,5,284.7,273.312,94.328,USD,1.00000
273004,1,2022-06-22,2022-06-22,1442929,510,1681,3,6.201,5.33286,2.853,USD,1.00000
273004,2,2022-06-22,2022-06-22,1442929,510,1412,1,404.6,404.6,186.06,USD,1.00000
273004,3,2022-06-22,2022-06-22,1442929,510,1447,2,418.6,376.74,192.5,USD,1.00000
273005,0,2022-06-22,2022-06-22,106313,35,1679,2,4.95,4.4055,2.52,AUD,1.44986
273005,1,2022-06-22,2022-06-22,106313,35,1144,5,660,607.2,303.512,AUD,1.44986
273005,2,2022-06-22,2022-06-22,106313,35,1447,4,418.6,364.182,192.5,AUD,1.44986
273005,3,2022-06-22,2022-06-22,106313,35,1526,1,333.2,329.868,153.23,AUD,1.44986
273100,0,2022-06-23,2022-06-28,290222,999999,123,7,265.9905,231.411735,122.322,CAD,1.29610
273100,1,2022-06-23,2022-06-28,290222,999999,2106,8,789.75,789.75,363.177,CAD,1.29610
273100,2,2022-06-23,2022-06-28,290222,999999,475,2,1228.5,1142.505,407.025,CAD,1.29610
273101,0,2022-06-23,2022-06-23,1310122,620,144,5,284.9905,270.740975,145.293,USD,1.00000
273101,1,2022-06-23,2022-06-23,1310122,620,1623,1,284.7,250.536,94.328,USD,1.00000
273101,2,2022-06-23,2022-06-23,1310122,620,522,9,418.5,418.5,192.45,USD,1.00000
273101,3,2022-06-23,2022-06-23,1310122,620,1632,2,23.387,22.21765,10.751,USD,1.00000
273102,0,2022-06-23,2022-06-29,1463562,999999,641,1,376.5,342.615,173.145,USD,1.00000
273102,1,2022-06-23,2022-06-29,1463562,999999,2099,1,231.75,231.75,118.152,USD,1.00000
273103,0,2022-06-23,2022-06-25,602454,999999,2505,1,13.986,13.986,7.126,EUR,0.95302
273103,1,2022-06-23,2022-06-25,602454,999999,1960,2,269.991,232.19226,137.646,EUR,0.95302
273104,0,2022-06-23,2022-06-27,1410471,999999,294,4,284.05,284.05,144.818,USD,1.00000
273105,0,2022-06-23,2022-06-23,1442337,480,1573,1,76.687,68.25143,35.269,USD,1.00000
273105,1,2022-06-23,2022-06-23,1442337,480,1468,3,264.6,232.848,121.674,USD,1.00000
273105,2,2022-06-23,2022-06-23,1442337,480,1666,8,15.201,13.22487,5.04,USD,1.00000
273105,3,2022-06-23,2022-06-23,1442337,480,121,4,113.9905,113.9905,58.1115,USD,1.00000
273200,0,2022-06-24,2022-06-25,1967754,999999,1634,9,12.987,11.6883,6.617,USD,1.00000
273200,1,2022-06-24,2022-06-25,1967754,999999,1612,1,233.987,208.24843,107.601,USD,1.00000
273200,2,2022-06-24,2022-06-25,1967754,999999,442,4,404.85,372.462,206.4,USD,1.00000
273201,0,2022-06-24,2022-06-24,267748,90,430,1,404.925,352.28475,206.445,CAD,1.29770
273202,0,2022-06-24,2022-06-26,658406,999999,1502,6,334.6,327.908,153.874,EUR,0.95021
273203,0,2022-06-24,2022-06-30,1390727,999999,595,3,376.5,338.85,124.74,USD,1.00000
273300,0,2022-06-25,2022-07-01,1882379,999999,972,1,141.9,123.453,65.252,USD,1.00000
273300,1,2022-06-25,2022-07-01,1882379,999999,1544,2,333.2,293.216,153.23,USD,1.00000
273301,0,2022-06-25,2022-06-26,1828662,999999,2504,2,13.986,12.44754,7.126,USD,1.00000
273302,0,2022-06-25,2022-06-30,440325,999999,1546,3,422.8,422.8,140.084,EUR,0.95021
273302,1,2022-06-25,2022-06-30,440325,999999,175,1,111.055,111.055,51.072,EUR,0.95021
273302,2,2022-06-25,2022-06-30,440325,999999,1373,1,19.866,19.866,10.122,EUR,0.95021
273303,0,2022-06-25,2022-06-25,1156723,380,1464,2,361.2,361.2,166.11,GBP,0.81502
273303,1,2022-06-25,2022-06-25,1156723,380,294,7,284.05,284.05,144.818,GBP,0.81502
273303,2,2022-06-25,2022-06-25,1156723,380,1880,1,1439.1,1439.1,733.698,GBP,0.81502
273304,0,2022-06-25,2022-06-25,2064410,470,1698,2,6.291,5.59899,3.204,USD,1.00000
273304,1,2022-06-25,2022-06-25,2064410,470,2501,3,33.208,31.87968,16.926,USD,1.00000
273305,0,2022-06-25,2022-06-25,316537,90,1515,1,322,322,148.078,CAD,1.29770
273305,1,2022-06-25,2022-06-25,316537,90,1468,3,264.6,251.37,121.674,CAD,1.29770
273306,0,2022-06-25,2022-06-27,1183359,999999,374,3,1948.5,1773.135,645.57,GBP,0.81502
273306,1,2022-06-25,2022-06-27,1183359,999999,342,2,898.5,898.5,413.19,GBP,0.81502
273307,0,2022-06-25,2022-06-28,1552574,999999,2497,3,13.986,13.986,7.126,USD,1.00000
273307,1,2022-06-25,2022-06-28,1552574,999999,2495,4,13.986,12.5874,7.126,USD,1.00000
273307,2,2022-06-25,2022-06-28,1552574,999999,2318,2,572.391,515.1519,189.648,USD,1.00000
